query,rank,score,relevance,reason,title,administration,agencies_affected,subject_matter,snippet
expedited removal procedures,1,13.805987,3,Directly about credible fear interview timing within expedited removal practice,Asylum seekers given less time to prepare for credible fear interviews,,"[""U.S. Citizenship and Immigration Services""]","[""Asylum, Withholding and CAT""]","On the merits, the Court concludes that Cuccinelli was not lawfully appointed to serve as acting Director and that, as a result, he lacked authority to issue the reduced-time-to-consult and prohibition-on-extensions directives. The remedy for that deficiency, moreover, is compelled by the FVRA and the APA: the Asylum Directives must be set aside. Finally, having reached that conclusion, the Court need not—and does not—reach Plaintiffs’ alternative legal challenges. Case 1:19-cv-02676-RDM Document 34 Filed 03/01/20 Page 5 of 55 6 I. BACKGROUND A. The Expedited Removal System Congress first introduced the concept of expedited removal when it enacted the Illegal Immigration Reform and Immigrant Responsibility Act (“IIRIRA”) in 1996. Pub. L. No. 104208, Div. C, 110 Stat. 3009–546, 3009 (1996) (codified as amended in scattered sections of 8 U.S.C.). Expedited removal procedures allow the Department of Homeland Security (“the Department”) to remove a subset of aliens—those arriving at the b…"
expedited removal procedures,2,12.633759,2,Discusses how safe third country rules operate in expedited removal proceedings,DHS Secretary ratifies interim final rule on Asylum Cooperative Agreements,,"[""U.S. Citizenship and Immigration Services"", ""Unspecified/Other"", ""Executive Office for Immigration Review"", ""Unspecified/Other""]","[""Unspecified/Other"", ""Asylum, Withholding and CAT"", ""Unspecified/Other""]","162. If applied in expedited removal proceedings, the safe third country provision must be applied through the statutory credible fear interview process, with its attendant procedural Case 1:20-cv-00116-EGS Document 157-1 Filed 09/08/25 Page 48 of 52 46 safeguards. Nothing in the safe third country provision purports to create an alternate expedited removal mechanism. 163. Because the Rule and Guidance provide for the expedited removal of asylum seekers without application of the low credible fear screening standard, right to consultation with and representation by counsel, and immigration judge review, the Rule and Guidance violate 8 U.S.C. § 1225(b)(1) and are contrary to law under the APA, 5 U.S.C. § 706(2)(A). SEVENTH CLAIM FOR RELIEF (Challenge to the Rule, Guidance, and Designations) (Violation of the APA, Arbitrary and Capricious) 164. The APA requires reasoned and reasonable policy-making. 165. The Rule, Guidance, and Designations are arbitrary and capricious in violation of t…"
expedited removal procedures,3,10.052987,1,Removal context is present but this is mainly a DACA advance parole case,DHS deports DACA recipient returning with advance parole,,"[""Customs and Border Protection"", ""Unspecified/Other""]","[""Border"", ""DACA""]","52. Plaintiff has complied with each and every requirement Defendants imposed upon him. He has reapplied for DACA each time his permission expired, he has maintained employment consistent with his valid employment authorization and he has paid all fees required for each application-including the advance parole document he was given by USCIS. Despite each of these things, Defendants never alerted Plaintiff to any issues or concerns before he left the United States. Plaintiff in essence relied on Defendants when they granted his advance parole and authorized him to make a temporary trip abroad and return. 53. Plaintiff left the United States in reliance with Defendants grant of advance Case 3:25-cv-00801-X Document 1 Filed 04/02/25 Page 15 of 19 PageID 15 16 parole, but by then denying him permission to reenter the country, and subjecting him to expedited removal procedures., Defendants have effectuated the removal of the Plaintiff in means other than those authorized by Congress. 54. D…"
expedited removal procedures,4,9.866985,1,Touches detention and release at the border but not expedited removal procedures specifically,"EO 14165 § 6 directs DHS, DOS, and DOJ to resume the Migrant Protection Protocols",,"[""Unspecified/Other"", ""Unspecified/Other"", ""Unspecified/Other""]","[""Border"", ""Asylum, Withholding and CAT""]","From Fiscal Years 2013 to 2019, nearly three-quarters of single adult and family unit members who were encountered at the SWB were either never placed in or released from detention during the pendency of their proceedings—more than 1.1 million (41 percent) were never booked into ICE detention and nearly 900,000 (33 percent) were booked in for a period of time but released prior to the conclusion of their removal proceedings.122 Even during the period that MPP was in effect from late January 2019 to January 20, 2021, more than two-thirds of single adults and individuals in family units encountered along the SWB and processed through non-MPP Title 8 authorities— more than 650,000 individuals—were never detained or released from ICE custody during the incorporated the new “case-by-case” requirement into its regulation, while also maintaining its longstanding regulatory authority to release when “continued detention is not in the public interest,” 8 C.F.R. § 212.5(b)(5), which remained co…"
expedited removal procedures,5,9.762866,1,Removal proceedings are mentioned but the focus is categorical parole programs,"EO 14165 § 7(b) directs termination of ""categorical parole programs"" including CHNV Parole Processes",,"[""Customs and Border Protection"", ""U.S. Citizenship and Immigration Services"", ""Unspecified/Other""]","[""Unspecified/Other""]","In this litigation, Defendants have repeatedly contended that Plaintiffs will have the opportunity to renew their requests for immigration benefits if placed in removal proceedings.20 But even if Plaintiffs can renew requests for certain benefits, some requests may very well be denied simply because Plaintiffs would no longer be in lawful status. Defendants’ positions are also inconsistent. Despite claiming Plaintiffs could renew requests in removal proceedings, Defendants: (1) are defending the FRN, which states that the revoking of parole is designed to ensure expedited removal (thereby avoiding removal proceedings); and (2) insist that Plaintiffs can be subjected to expedited removal proceedings while acknowledging, at a hearing before this court, that Plaintiffs could not renew most immigration benefits requests if placed in expedited proceedings. See infra Part IV.A. Finally, Defendants neglect to mention that the Davidson Memorandum—which Defendants maintain is lawful—imposed an…"
ICE detention standards,1,12.717622,1,Discusses ICE detention capacity and enforcement context but not detention standards,"EO 14165 § 6 directs DHS, DOS, and DOJ to resume the Migrant Protection Protocols",,"[""Unspecified/Other"", ""Unspecified/Other"", ""Unspecified/Other""]","[""Border"", ""Asylum, Withholding and CAT""]","In September 2021, for example, CBP encountered approximately 192,000 individuals along the SWB.121 And as discussed above, even in August 2019, when MPP enrollments were at their zenith, CBP encountered nearly 63,000 individuals along the SWB. Meanwhile, ICE Enforcement and Removal Operations (ERO) is generally appropriated for approximately 34,000 detention beds nationwide with some modest fluctuation from year to year. This variance between border crossings and detention capacity is not new and was in fact the reality even when MPP was in place (see Appendix 1). From Fiscal Years 2013 to 2019, nearly three-quarters of single adult and family unit members who were encountered at the SWB were either never placed in or released from detention during the pendency of their proceedings—more than 1.1 million (41 percent) were never booked into ICE detention and nearly 900,000 (33 percent) were booked in for a period of time but released prior to the conclusion of their removal proceedings…"
ICE detention standards,2,12.350646,2,Directly about release from ICE detention though focused on one case not standards generally,Federal judge in Oregon orders immediate release of asylum seeker from ICE detention,,"[""Immigration and Customs Enforcement"", ""U.S. Citizenship and Immigration Services"", ""Unspecified/Other""]",,Federal judge in Oregon orders immediate release of asylum seeker from ICE detention
ICE detention standards,3,10.305555,1,Budget support for more ICE officers is related to detention infrastructure but not standards,President Trump proposes cutting funding to E-Verify program,,"[""U.S. Citizenship and Immigration Services""]","[""Employment Verification""]","borders. • The Budget continues implementation of the President’s direction to hire 5,000 additional Border Patrol Agents and 10,000 ICE officers and investigators. The Budget proposes $478 million to hire and support 1,750 additional law enforcement officers and agents at CBP and ICE. Specifically: o CBP: The Budget proposes $164 million to hire and support an additional 750 U.S. Border Patrol Agents to interdict people, illicit drugs, and contraband illegally entering the United States between ports of entry. o ICE: The Budget proposes $314 million to hire and support an additional 1,000 Law Enforcement Officers, 128 immigration prosecuting attorneys, and 538 critical support staff to support the President’s direction to increase interior immigration enforcement. • The Budget invests $28 million for additional staffing for the screening of people and goods entering the United States at the ports of entry. This increase includes 171 new Customs and Border Protection Officers (CBPOs),…"
ICE detention standards,4,8.920385,1,Expedited removal and ACA screening are related to detention processing not detention standards,DHS Secretary ratifies interim final rule on Asylum Cooperative Agreements,,"[""U.S. Citizenship and Immigration Services"", ""Unspecified/Other"", ""Executive Office for Immigration Review"", ""Unspecified/Other""]","[""Unspecified/Other"", ""Asylum, Withholding and CAT"", ""Unspecified/Other""]","border or who present themselves at ports of entry. CBP makes the initial determination whether an individual in expedited removal is “amenable” to removal pursuant to an ACA and, if so, refers the individual to USCIS for a “threshold screening interview.” 36. Defendant Todd Lyons is the Acting Director of ICE. He is sued in his official capacity. 37. Defendant ICE is the sub-agency of DHS that is responsible for carrying out removal orders and overseeing immigration detention. Case 1:20-cv-00116-EGS Document 157-1 Filed 09/08/25 Page 15 of 52 13 FACTS Protections for People Fleeing Persecution and Torture 38. Federal law provides three primary forms of protection for individuals fleeing persecution and torture: asylum under 8 U.S.C. § 1158; withholding of removal under 8 U.S.C. § 1231(b)(3); and protection under the Convention Against Torture (“CAT”), see 8 C.F.R. § 1208.16-18. 39. Asylum affords protection to individuals who have a “well-founded fear of persecution” on account of ra…"
ICE detention standards,5,8.813535,0,EOIR NTA filing guidance is not about ICE detention standards,"EOIR issues guidance on Pereira v. Sessions, announcing changes in NTA filings and case scheduling",,"[""Customs and Border Protection"", ""Immigration and Customs Enforcement"", ""U.S. Citizenship and Immigration Services"", ""Executive Office for Immigration Review""]","[""Unspecified/Other""]","OOD PM 24-01 To: All of EOIR From: Mary Cheng, Acting Director Date: August 22, 2024 Digitally signed by MARY MARY CHENG Date: 2024.08.22 CHENG 08:33:32 -04'00' UPDATED GUIDANCE FOR RECEIPT OF NOTICES TO APPEAR FILED BY THE DEPARTMENT OF HOMELAND SECURITY PURPOSE: Provide updated standards regarding receipt of Notices to Appear filed by the Department of Homeland Security. OWNER: Office of the Director. AUTHORITY: 8 C.F.R. § 1003.0(b)(1); 8 C.F.R. § 1003.14(a). CANCELLATION: Policy Memorandum 19-08, Acceptance of Notices to Appear and Use of the Interactive Scheduling System. This Policy Memorandum provides updated standards to Executive Office for Immigration Review (EOIR) adjudicators and personnel regarding the receipt of Notices to Appear (NTAs) filed by the Department of Homeland Security (DHS). This Policy Memorandum supersedes and rescinds Policy Memorandum 19-08, Acceptance of Notices to Appear and Use of the Interactive Scheduling System. I. Failure to Prosecute and Filing of…"
asylum cooperative agreements interim final rule,1,27.758434,3,Exact match on the asylum cooperative agreements interim final rule,DHS Secretary ratifies interim final rule on Asylum Cooperative Agreements,,"[""U.S. Citizenship and Immigration Services"", ""Unspecified/Other"", ""Executive Office for Immigration Review"", ""Unspecified/Other""]","[""Unspecified/Other"", ""Asylum, Withholding and CAT"", ""Unspecified/Other""]",DHS Secretary ratifies interim final rule on Asylum Cooperative Agreements
asylum cooperative agreements interim final rule,2,14.080795,1,Refugee support funding is adjacent humanitarian policy but not the ACA interim final rule,State Department orders resettlement agencies to stop funded work supporting refugees currently in the U.S.,,"[""Unspecified/Other""]","[""Refugees"", ""Unspecified/Other""]","Although the suspension letter mentioned in passing an Executive Order pausing foreign aid, that Executive Order on its face does not apply to USCCB’s cooperative agreements, which exclusively provide “domestic assistance” to government-vetted refugees located in the United States. 8 U.S.C. § 1522(a)(3) (emphasis added). And the suspension letter’s nebulous reference to the State Department’s policy priorities did nothing to explain why USCCB’s agreements—suddenly after decades of continuity—might be inconsistent with those priorities. The government also has given no explanation for its tacit refusal to reimburse preJanuary 24 expenses under USCCB’s cooperative agreements. 11. Third, the Refugee Funding Suspension is unlawful because it was done without public notice and opportunity to comment. 5 U.S.C. § 553. The suspension is a legislative or substantive rule because it prospectively alters the legal rights or interests of USCCB and thousands of refugees already present in the Unit…"
asylum cooperative agreements interim final rule,3,13.60612,0,H-2A wage rule is unrelated,DOL issues interim final rule on Adverse Effect Wage Rate for H-2A agricultural laborers,,"[""Unspecified/Other""]","[""Unspecified/Other""]","DOL issued an interim final rule revising the methodology for determining the Adverse Effect Wage Rate (AEWR) for H-2A workers in non-range agricultural occupations. Under the Interim Final Rule (IFR), the adverse effect wage rate methodology will now rely on Occupational Employment and Wage Statistics survey data from the Bureau of Labor Statistics, replacing the U.S. Department of Agriculture's Farm Labor Survey. DOL observes that under the rule, ""certain current H-2A workers may experience reductions in wages as a result of lower prevailing wage rates."" In addition, the rule will allow employers to deduct the cost of housing from workers' wages. Trump 2.0 [ID #2009]"
asylum cooperative agreements interim final rule,4,13.287058,0,Public charge rule is unrelated,USCIS issues final rule on public charge inadmissibility grounds,,"[""U.S. Citizenship and Immigration Services""]","[""Unspecified/Other"", ""Unspecified/Other""]","Public Charge USCIS is no longer applying the August 2019 Public Charge Final Rule. As a consequence, among other changes, USCIS will apply the public charge inadmissibility statute consistent with the 1999 Interim Field Guidance. In other words, USCIS is not considering an applicant’s receipt of Medicaid (except for long-term institutionalization at the government’s expense), public housing, or Supplemental Nutrition Assistance Program (SNAP) benefits as part of the public charge inadmissibility determination. Background On Nov. 2, 2020, the U.S. District Court for the Northern District of Illinois vacated the Inadmissibility on Public Charge Grounds final rule (84 Fed. Reg. 41,292 (Aug. 14, 2019)), as amended by Inadmissibility on Public Charge Grounds; Correction, 84 Fed. Reg. 52,357 (Oct. 2, 2019) (Public Charge Final Rule) nationwide. That decision was stayed by the U.S. Court of Appeals for the Seventh Circuit. On March 9, 2021, the Seventh Circuit lifted its stay and the U.S. D…"
asylum cooperative agreements interim final rule,5,12.331716,1,Asylum eligibility bars are asylum related but not this specific ACA interim final rule,EOIR and USCIS issue communicable-disease security bars to asylum and withholding eligibility,,"[""Customs and Border Protection"", ""U.S. Citizenship and Immigration Services"", ""Unspecified/Other"", ""Executive Office for Immigration Review""]","[""Asylum, Withholding and CAT""]","EOIR and USCIS issue final rule adding public health-related bars to asylum eligibility. The final rule implements three changes: - Expands the ""danger to the security of the United States"" bar to asylum eligibility to include public-health crises (""emergency public health concerns generated by a communicable disease""); - Provides for ""streamlining screening for potential eligibility for deferral of removal in the expedited removal process"" for noncitizens determined ineligible for asylum based on the third country transit rule; and - Authorizes DHS to place noncitizens found ineligible for asylum or withholding under the third country transit rule or under the ""danger to the security of the United States"" bar into asylum-and-withholding only proceedings, or to remove such individuals to a third country. The rule was signed by Chad Mizelle, Senior Official Performing the Duties of the General Counsel, on behalf of Acting Secretary Wolf, and by EOIR Director James McHenry. [ID #983]"
unaccompanied children ORR release policies,1,23.348604,3,Directly about ORR forms and services for unaccompanied children within the ORR system,ORR proposes revisions to forms for services provided to unaccompanied children,,"[""Office of Refugee Resettlement""]","[""Minors""]","279 – Transfers responsibilities for the care and placement of unaccompanied alien children from the Commissioner of the former Immigration and Naturalization Service (INS) to the Director of ORR. William Wilberforce Trafficking Victims Protection Reauthorization Act of 2008 (TVPRA), 8 U.S.C. 1232 – Creates, consistent with the HSA, additional requirements for the placement, care, and release of unaccompanied alien children in federal custody. The TVPRA also directs ORR to create policies to ensure unaccompanied alien children are protected from traffickers and others seeking to victimize them or otherwise engage them in criminal, harmful, or exploitative activity. Unaccompanied Children Program Foundational Rule, 45 C.F.R. Part 410 – Establishes a uniform set of standards and procedures concerning the placement (Part 410.1100 – 1109), care (Part 410.1000 – 11004), and services (Part 410.1300 – 1311) provided to unaccompanied alien children in ORR care that is consistent with ORR’s st…"
unaccompanied children ORR release policies,2,19.986184,3,Exact match on ORR release authorization for certain unaccompanied children,ORR requires Director-level authorization of custodial releases of certain unaccompanied children,,"[""Office of Refugee Resettlement""]","[""Detention"", ""Interior"", ""Minors""]","Policies related to influx care facilities are under Section 7. Section 2: Safe and Timely Release from ORR Care 1/27/15 Not Applicable 2.1 Summary of the Safe and Timely Release Process 1/27/15 6/18/19 - Revised wording to provide clarity. 2.2 Application for the Safe & Timely Release of UAC from ORR Care 1/27/15 6/18/19 - Renamed section and revised wording to provide clarity. 2.2.1 Identification of Qualified Sponsors 1/27/15 4/7/15 - Clarification that first cousins are Category 2 sponsors 4/11/16 - Clarification of sponsor category for children of unaccompanied alien children. 6/18/19 - Split category 2 sponsors into two separate sponsor categories, category 2A and category 2B. 3/8/2022-Clarifies what category of sponsorship applies for cases where a UC enters the United States with their biological child for each UC. 2.2.2 Contacting Potential Sponsors 1/27/15 Not Applicable 2.2.3 The Application for Release 1/27/15 8/24/15 - Added clarification that care providers confirm the r…"
unaccompanied children ORR release policies,3,14.585125,2,Strongly relevant because the snippet discusses TVPRA protections for unaccompanied children,"EO 14165 § 6 directs DHS, DOS, and DOJ to resume the Migrant Protection Protocols",,"[""Unspecified/Other"", ""Unspecified/Other"", ""Unspecified/Other""]","[""Border"", ""Asylum, Withholding and CAT""]","Nor will the court define precisely what constitutes a meaningful opportunity to access TVPRA protections; it suffices to say that MPP-unaccompanied children must be provided a meaningful opportunity to access these rights. For instance, the TVPRA envisions that children will have extended timelines to develop and present asylum claims – their exemption from the one-year deadline to apply for asylum means that the children should have extended timelines, i.e., at least more than a year to do so. Rushing to remove a child within a matter of days or weeks would not comply with the injunction. Any efforts to remove children must comply with the TVPRA and the procedural safeguards set forth in this Order. B. Identification and Notice Safeguards. The government shall adopt safeguards and take steps to identify MPP-unaccompanied children encountered by defendants, and provide adequate and timely written notice of an unaccompanied child’s MPP status to the child, the ORR shelters in which an…"
unaccompanied children ORR release policies,4,13.674402,1,Relates to immigration policy affecting children but not specifically ORR release policies,DHS Secretary ratifies interim final rule on Asylum Cooperative Agreements,,"[""U.S. Citizenship and Immigration Services"", ""Unspecified/Other"", ""Executive Office for Immigration Review"", ""Unspecified/Other""]","[""Unspecified/Other"", ""Asylum, Withholding and CAT"", ""Unspecified/Other""]","2022). Other courts in this District have certified under Rule 23(b)(2) similar nationwide classes of noncitizens challenging restrictive immigration policies. See, e.g., Refugee & Immigrant Ctr. for Educ. & Legal Servs. v. Noem, 793 F. Supp. 3d 19, 103 (D.D.C. 2025) (noncitizens subject to presidential proclamation barring asylum at the border), appeal pending, D.C. Cir. No. 25-05243; P.J.E.S. v. Wolf, 502 F. Supp. 3d 492, 501-02, 509-10 (D.D.C. 2020) (unaccompanied children subject to “Title 42” expulsion policy); O.A. v. Trump, 404 F. Supp. 3d 109, 160 (D.D.C. 2019) (noncitizens subject to regulation restricting asylum); see also J.D. v. Azar, 925 F.3d 1291, 131225 (D.C. Cir. 2019) (pregnant noncitizen children); Ramirez v. ICE, 338 F. Supp. 3d 1, 42-50 Case 1:20-cv-00116-EGS Document 174 Filed 12/19/25 Page 2 of 10 3 (D.D.C. 2018) (noncitizen teens challenging transfers to ICE custody); R.I.L.-R. v. Johnson, 80 F. Supp. 3d 164, 179-83 (D.D.C. 2015) (noncitizen mothers and children…"
unaccompanied children ORR release policies,5,13.634323,0,E-Verify budget proposal is not relevant to ORR release policies,President Trump proposes cutting funding to E-Verify program,,"[""U.S. Citizenship and Immigration Services""]","[""Employment Verification""]","jails and prisons; and o $122 million for the E-Verify program to support mandatory nationwide use, ensuring that businesses employ only those authorized to work in the U.S. Department of Justice. At the Department of Justice (DOJ), the 2020 Budget proposes an overall funding level of $673 million for the Executive Office for Immigration Review (EOIR), a 19 percent increase over the 2019 level. As part of the Administration’s efforts to reduce the pending caseload, the Budget expands EOIR’s adjudicatory capacity by providing funding for an additional 100 Immigration Judge (IJ) teams. Department of Health and Human Services. The UAC Program, operated by the Office of Refugee Resettlement (ORR), is required to provide care, food, shelter, and services to UAC in ORR custody before release to a suitable sponsor, usually a parent or close relative. To address the continued unpredictability of funding needs and the possibility of a material increase in referrals from the southern border, th…"
ICE raids Los Angeles,1,20.71681,3,Directly about ICE arrests in Los Angeles,COVID-19: ICE reportedly resumes arrests after pausing due to pandemic,,,,"The New York Times reports that ICE agents made 300 arrests in Los Angeles. More than a thousand others were arrested in New York, Atlanta and Phoenix, as well as in cities in Colorado, Idaho, Montana, Nevada, New Jersey, Utah, and Wyoming. [ID #1055]"
ICE raids Los Angeles,2,16.298274,1,Los Angeles appears in venue discussion but the document is about MPP litigation,"EO 14165 § 6 directs DHS, DOS, and DOJ to resume the Migrant Protection Protocols",,"[""Unspecified/Other"", ""Unspecified/Other"", ""Unspecified/Other""]","[""Border"", ""Asylum, Withholding and CAT""]","at 7-8 (emphasis in original).) Prior to MPP 1.0, ImmDef rarely needed to travel to Mexico to meet with clients and did not represent clients in San Diego immigration court because its “motions to transfer venue to the immigration courts in Los Angeles, where [ImmDef] and most of [its] staff are based, were routinely granted.” (See Toczylowski Decl., Exhibit A ¶ 9.) “However, motions for change of venue in MPP cases were routinely denied by the San Diego immigration courts so [ImmDef] had to expand [its] operations” to provide legal representation to noncitizens it would have represented in Los Angeles prior to the implementation of MPP. (See id.) As such, MPP impaired ImmDef’s ability to conduct removal defense work in Los Angeles immigration courts. Put differently, because MPP affected ImmDef’s core business activities in Los Angeles, the expenditures ImmDef undertook were necessary and not voluntary. (See Reply at 1-3 (“If ImmDef failed to provide legal representation to individua…"
ICE raids Los Angeles,3,15.748004,2,Directly about violent ICE arrests though not clearly a Los Angeles raid event,US citizen seek millions in damages after violent ICE arrests (RFC),,"[""Immigration and Customs Enforcement"", ""Unspecified/Other""]","[""Unspecified/Other""]","Several U.S. citizens are suing ICE and DHS for millions in damages, alleging they were violently arrested, unlawfully detained, and subjected to assault, battery, false imprisonment, and emotional distress despite being American citizens. The lawsuits includes cases such as a man arrested twice while at work and others caught in raids where ICE agents allegedly used excessive force."
ICE raids Los Angeles,4,14.954658,1,Los Angeles is mentioned but the item concerns denaturalization complaints not ICE raids,DOJ files denaturalization complaints against 3 U.S. citizens,,"[""U.S. Citizenship and Immigration Services"", ""Unspecified/Other""]","[""Unspecified/Other""]","CALIFORNIA LOCAL By BRITTNY MEJIA AUG 12, 2018 | 7:30 AM y h S New citizens during a naturalization ceremony at the L.A. Convention Center. (Mel Melcon / Los Angeles Times) ADVERTISEMENT TRIAL OFFER SUPPORT QUALITY NEWS 4 weeks for 99¢ SAVE NOW TRIAL OFFER | 4 weeks for 99¢ ħ TOPICS SUBSCRIBE 4 weeks for only 99¢ s LOG IN Working a Saturday shift in the stuffy Immigration and Naturalization Service office in downtown Los Angeles in the 1970s, Carl Shusterman came across a rap sheet. A man recently sworn in as a United States citizen had failed to disclose on his naturalization application that he had been arrested, but not convicted, in California on rape and theft charges. Shusterman, then a naturalization attorney, embarked on a months-long effort to do something that rarely happened: strip someone of their American citizenship. “We had to look it up to find out how to do this,” he said. “We’d never even heard of it.” PAID CONTENT Can a big state university really aspire to 'make li…"
ICE raids Los Angeles,5,13.52249,0,SSA no match letters are not about ICE raids in Los Angeles,"SSA announces return of ""no-match"" letters",,"[""Social Security Administration""]","[""Workplace Enforcement""]","The National Restaurant Association, among other groups, sued over the rule change, arguing that it was overly burdensome on employers and would result in discrimination against workers who are perceived to be immigrants. They won — and the letters stopped coming in 2012 under President Obama. Last summer, the Social Security Administration said it would restart the practice in the spring of 2019, but has not explained why it opted to do so, industry sources complained. “There is not a lot of information coming out from the government about this, and some employers are petrified that ICE audits and raids will increase,” hospitality attorney Carolyn Richmond of Fox Rothschild told The Post. “We find the timing now very interesting given all the talk about immigration and the history of what happened,” Angelo Amador, regulatory counsel of the restaurant trade group that sued the feds in 2007, told The Post. “The hospitality industry is on the front lines of this,” he said. FILED UNDER E…"
OMB pauses agency grant loan financial assistance programs,1,36.947401,3,Exact match on the OMB pause of grants loans and financial assistance,"OMB temporarily pauses agency grant, loan, and financial assistance programs",,"[""Unspecified/Other""]",,"OMB temporarily pauses agency grant, loan, and financial assistance programs"
OMB pauses agency grant loan financial assistance programs,2,21.196874,1,Funding exclusion and anti DEI litigation are only loosely related to paused assistance programs,HHS issues notice excluding undocumented immigrants from additional federal benefits,,"[""Unspecified/Other""]","[""Unspecified/Other""]","The January 21 Anti-DEI Order again fails to define “DEI,” “DEIA,” “diversity,” “equity,” or “inclusion.” It only purports that ““diversity, equity, and inclusion,” “DEI,” “diversity, equity, inclusion, and accessibility,” or “DEIA” policies are “illegal,” “dangerous,” and “immoral” and can violate federal civil rights laws.” Id. 244. On January 20, 2025, President Trump also issued an Executive Order titled “Defending Women from Gender Ideology Extremism and Restoring Biological Truth to the Federal Government” (“Gender Ideology EO”), directing that “federal funds shall not be used to promote gender ideology.” Exec. Order No. 14,168., 90 Fed. Reg. 8615 (Jan. 30, 2025), §2(f). The Order defines “gender ideology” as a “false claim” that “replaces the biological category of sex with an ever-shifting concept of self-assessed gender identity,” and that “includes the idea that there is a vast spectrum of genders that are disconnected from one’s sex.” Id. at §2(g). 245. On January 27, 2025,…"
OMB pauses agency grant loan financial assistance programs,3,12.140663,2,Clearly related because it discusses a pause in foreign development assistance and its effects,State Department orders resettlement agencies to stop funded work supporting refugees currently in the U.S.,,"[""Unspecified/Other""]","[""Refugees"", ""Unspecified/Other""]","16 relevant Executive Branch officials to institute a “90-day pause in United States foreign development assistance” pending review for programmatic efficiency and policy alignment, subject to waivers authorized by the Secretary of State for specific programs. Id. § 3(a). On the same day, President Trump signed an executive order titled “Realigning the United States Refugee Admissions Program.” Exec. Order No. 14,163, 90 Fed. Reg. 8459 (Jan. 20, 2025) (“Refugee Executive Order”). The Refugee Executive Order suspends the entry of new refugees into the United States with narrow exceptions. 44. On January 24, Secretary of State Rubio issued an order to all State Department diplomatic and consular posts stating that “[c]onsistent with” the Foreign Aid Executive Order, “all new obligations of funding . . . for foreign assistance programs funded by or through the Department and USAID” would be paused “pending a review.” Memorandum from Secretary of State to All Diplomatic and Consular Posts…"
OMB pauses agency grant loan financial assistance programs,4,10.093505,0,Border wall budget proposal is unrelated to the OMB pause,White House FY2020 Budget Proposal includes $8.6 billion in border wall funding,,"[""Customs and Border Protection"", ""Immigration and Customs Enforcement"", ""U.S. Citizenship and Immigration Services"", ""Unspecified/Other""]","[""Border"", ""Interior""]","9 The Balanced Budget and Emergency Deficit Control Act of 1985 had authorized an adjustment to the discretionary spending caps for appropriations designated by the Congress as being for ""disaster relief"" provided those appropriations are for activities carried out pursuant to a determination under the Robert T. Stafford Disaster Relief and Emergency Assistance Act. The 2022 Budget maintains the same methodology for determining the funding ceiling for disaster funding for 2022 and OMB currently sets its request at the estimated ceiling of $18.9 billion. Further details, including any revisions necessary to account for changes to the ceiling estimate and the specific allocations of disaster relief funding requested for 2022, will be provided in the Budget. 7 The 2022 request shifts the Formerly Utilized Sites Remedial Action Program (FUSRAP) from the Corps to DOE; setting aside the FUSRAP shift, the change from 2021 is a 10‐percent decrease to the Corps non‐defense budget. 5 The State …"
OMB pauses agency grant loan financial assistance programs,5,9.740719,0,OVC grantee database requirements are unrelated,"DOJ seeks comment on proposal that OVC grantees must use TIMS, an electronic database",,"[""Unspecified/Other""]","[""Unspecified/Other"", ""Unspecified/Other""]",Required fields of information are kept to a minimum and used only when necessary to obtain performance measurement data. Grantees enter basic demographic information on the clients they have served. TIMS does not contain personal identifier information (PII).Grantees will utilize and access TIMS via a regular Web browser through a secured username and password. 3. Efforts to Minimize Burden TIMS reduces the burden for OVC Anti-Human Trafficking Grantees by providing them with a free Web-based tool with which to enter data and provide reports on required grant information so that they do not need to develop or purchase individual tracking systems. Office OMB Submission –OVC TTAC Trafficking Information Management System (TIMS) Page 4 of Justice Program (OJP) Grantees must already report financial and programmatic information online via OJP’s Grants Management System. The TIMS online version is more user-friendly and simplifies the steps needed for OVC to access the data entered. The g…
categorical parole programs CHNV,1,18.13297,3,Exact match on terminating categorical parole programs including CHNV,"EO 14165 § 7(b) directs termination of ""categorical parole programs"" including CHNV Parole Processes",,"[""Customs and Border Protection"", ""U.S. Citizenship and Immigration Services"", ""Unspecified/Other""]","[""Unspecified/Other""]","EO 14165 § 7(b) directs termination of ""categorical parole programs"" including CHNV Parole Processes"
categorical parole programs CHNV,2,6.721046,0,OMB funding pause is unrelated to CHNV parole programs,"OMB temporarily pauses agency grant, loan, and financial assistance programs",,"[""Unspecified/Other""]",,"Reviews of applicable programs and payments will result in delays and/or rejections of payments.”). 11 While the Defendants claim that the Directive and the EOs required the agencies to pause funding and impose restriction on obligated funds consistent with the law, the undisputed evidence before the Court is that adding the “consistent with the law” caveat was nothing more than window dressing on an unconstitutional directive by the Executive. This is clear because when the Court clarified its TRO, when faced with evidence that the Defendants continued to freeze obligated funding, the money flowed once again. Case 1:25-cv-00039-JJM-PAS Document 161 Filed 03/06/25 Page 22 of 45 PageID #: 8026 23 issued. Id. As another court faced with a similar challenge to the OMB Directive underscored “it is unclear whether twenty-four hours is sufficient time for an agency to independently review a single grant, let alone hundreds of thousands of them.” Nat’l Council of Nonprofits v. Off. of Mgmt. …"
