relevance,reason,query,rrf_rank,title,full_chunk_text,rrf_score,bm25_score,bm25_rank,faiss_score,faiss_rank
3,Directly discusses expedited removal safeguards and procedural defects,expedited removal procedures,3,DHS Secretary ratifies interim final rule on Asylum Cooperative Agreements,"162. If applied in expedited removal proceedings, the safe third country provision must be applied through the statutory credible fear interview process, with its attendant procedural Case 1:20-cv-00116-EGS Document 157-1 Filed 09/08/25 Page 48 of 52 46 safeguards. Nothing in the safe third country provision purports to create an alternate expedited removal mechanism. 163. Because the Rule and Guidance provide for the expedited removal of asylum seekers without application of the low credible fear screening standard, right to consultation with and representation by counsel, and immigration judge review, the Rule and Guidance violate 8 U.S.C. § 1225(b)(1) and are contrary to law under the APA, 5 U.S.C. § 706(2)(A). SEVENTH CLAIM FOR RELIEF (Challenge to the Rule, Guidance, and Designations) (Violation of the APA, Arbitrary and Capricious) 164. The APA requires reasoned and reasonable policy-making. 165. The Rule, Guidance, and Designations are arbitrary and capricious in violation of the APA, 5 U.S.C. § 706(2)(A). 166. Among other reasons, the Rule, Guidance, and Designations are arbitrary and capricious because Defendants adopted procedures unreasonably ill-suited to complying with their non-refoulement obligations; made unacknowledged, inadequately explained, and unjustified departures from prior agency policies and procedures; failed to articulate reasoned explanations for their decisions; considered factors that Congress did not intend to be considered; entirely failed to consider important aspects of the problem; and offered explanations that run counter to the evidence before the agencies.",0.031754,12.633759,2,0.736883,4
2,Directly references expedited removal as a consequence of parole revocation policy,expedited removal procedures,4,"EO 14165 § 7(b) directs termination of ""categorical parole programs"" including CHNV Parole Processes","In this litigation, Defendants have repeatedly contended that Plaintiffs will have the opportunity to renew their requests for immigration benefits if placed in removal proceedings.20 But even if Plaintiffs can renew requests for certain benefits, some requests may very well be denied simply because Plaintiffs would no longer be in lawful status. Defendants’ positions are also inconsistent. Despite claiming Plaintiffs could renew requests in removal proceedings, Defendants: (1) are defending the FRN, which states that the revoking of parole is designed to ensure expedited removal (thereby avoiding removal proceedings); and (2) insist that Plaintiffs can be subjected to expedited removal proceedings while acknowledging, at a hearing before this court, that Plaintiffs could not renew most immigration benefits requests if placed in expedited proceedings. See infra Part IV.A. Finally, Defendants neglect to mention that the Davidson Memorandum—which Defendants maintain is lawful—imposed an indefinite suspension of immigration benefits adjudications, rendering Plaintiffs’ chances of having any benefits adjudicated outside of removal proceedings a virtual nullity. In either event, Plaintiffs have standing. 19 Denial of work authorization over the course of this litigation would cause harm to Plaintiffs that could not be remedied through damages. See supra Part I.G. 20 See, e.g., Opp. to Supp. Mot. for Class Cert. 8 [Doc. No. 90] (“If Rescinded Parolee Plaintiffs are placed into removal proceedings under 8 U.S.C.",0.031258,9.762866,5,0.739184,3
1,Discusses detention and release patterns more than expedited removal procedures,expedited removal procedures,5,"EO 14165 § 6 directs DHS, DOS, and DOJ to resume the Migrant Protection Protocols","From Fiscal Years 2013 to 2019, nearly three-quarters of single adult and family unit members who were encountered at the SWB were either never placed in or released from detention during the pendency of their proceedings—more than 1.1 million (41 percent) were never booked into ICE detention and nearly 900,000 (33 percent) were booked in for a period of time but released prior to the conclusion of their removal proceedings.122 Even during the period that MPP was in effect from late January 2019 to January 20, 2021, more than two-thirds of single adults and individuals in family units encountered along the SWB and processed through non-MPP Title 8 authorities— more than 650,000 individuals—were never detained or released from ICE custody during the incorporated the new “case-by-case” requirement into its regulation, while also maintaining its longstanding regulatory authority to release when “continued detention is not in the public interest,” 8 C.F.R. § 212.5(b)(5), which remained consistent with the statute after the 1996 amendment. Inspection and Expedited Removal of Aliens; Detention and Removal of Aliens; Conduct of Removal Proceedings; Asylum Procedures, 62 Fed. Reg. 10,312, 10,313 (Mar. 6, 1997). 118 8 U.S.C § 1103(a)(1); Chevron U.S.A., Inc. v. NRDC, 467 U.S. 837 (1984); cf., e.g., Ibragimov v. Gonzales, 476 F.3d 125, 137 n.17 (2d Cir. 2007) (deferring to another aspect of same parole regulation). 119 8 C.F.R. § 212.5(b)(5). 120 See, e.g., Interim Guidance for Implementation of Matter of M-S, 27 I&N Dec.",0.031010,9.866985,4,0.733716,5
1,Discusses detention capacity and usage but not formal detention standards,ICE detention standards,1,"EO 14165 § 6 directs DHS, DOS, and DOJ to resume the Migrant Protection Protocols","In September 2021, for example, CBP encountered approximately 192,000 individuals along the SWB.121 And as discussed above, even in August 2019, when MPP enrollments were at their zenith, CBP encountered nearly 63,000 individuals along the SWB. Meanwhile, ICE Enforcement and Removal Operations (ERO) is generally appropriated for approximately 34,000 detention beds nationwide with some modest fluctuation from year to year. This variance between border crossings and detention capacity is not new and was in fact the reality even when MPP was in place (see Appendix 1). From Fiscal Years 2013 to 2019, nearly three-quarters of single adult and family unit members who were encountered at the SWB were either never placed in or released from detention during the pendency of their proceedings—more than 1.1 million (41 percent) were never booked into ICE detention and nearly 900,000 (33 percent) were booked in for a period of time but released prior to the conclusion of their removal proceedings.122 Even during the period that MPP was in effect from late January 2019 to January 20, 2021, more than two-thirds of single adults and individuals in family units encountered along the SWB and processed through non-MPP Title 8 authorities— more than 650,000 individuals—were never detained or released from ICE custody during the incorporated the new “case-by-case” requirement into its regulation, while also maintaining its longstanding regulatory authority to release when “continued detention is not in the public interest,” 8 C.F.R.",0.032787,12.717622,1,0.760605,1
1,References ICE detention responsibilities but not detention standards,ICE detention standards,2,DHS Secretary ratifies interim final rule on Asylum Cooperative Agreements,"border or who present themselves at ports of entry. CBP makes the initial determination whether an individual in expedited removal is “amenable” to removal pursuant to an ACA and, if so, refers the individual to USCIS for a “threshold screening interview.” 36. Defendant Todd Lyons is the Acting Director of ICE. He is sued in his official capacity. 37. Defendant ICE is the sub-agency of DHS that is responsible for carrying out removal orders and overseeing immigration detention. Case 1:20-cv-00116-EGS Document 157-1 Filed 09/08/25 Page 15 of 52 13 FACTS Protections for People Fleeing Persecution and Torture 38. Federal law provides three primary forms of protection for individuals fleeing persecution and torture: asylum under 8 U.S.C. § 1158; withholding of removal under 8 U.S.C. § 1231(b)(3); and protection under the Convention Against Torture (“CAT”), see 8 C.F.R. § 1208.16-18. 39. Asylum affords protection to individuals who have a “well-founded fear of persecution” on account of race, religion, nationality, political opinion, or membership in a particular social group. 8 U.S.C. § 1101(a)(42)(A). The Supreme Court has recognized that a ten percent chance of persecution can give rise to a well-founded fear of persecution. INS v. Cardoza-Fonseca, 480 U.S. 421, 430, 440 (1987). Past persecution gives rise to a presumption of a well-founded fear of future persecution and thus of asylum eligibility. 40. Subject to several narrow exceptions, including the safe third country exception at issue here, Congress has mandated that “[a]ny [noncitizen] who is physically present in the United States or who arrives in the United States .",0.031754,8.920385,4,0.744427,2
1,About release from ICE detention in a specific case not standards generally,ICE detention standards,3,Federal judge in Oregon orders immediate release of asylum seeker from ICE detention,"The Oregonian reports on the a federal judge's order to the government that a 24-year-old asylum seeker from Mexico, Y-Z-L-H, who was arrested in the hallway of a Portland Immigration Court on June 5, 2025, be immediately released. Judge Michael H. Simon found that the asylum seeker was unlawfully detained, without justification, and that his detention was in violation of the APA. Judge Simon issued the order after a 90-minute hearing, with a written ruling to be issued next week.",0.031054,12.350646,2,0.729330,7
0,Parole authority policy is not about ICE detention standards,ICE detention standards,4,"EO 14165 § 7(b) directs termination of ""categorical parole programs"" including CHNV Parole Processes","In another executive order signed that day—Executive Order 14159, entitled “Protecting the American People Against Invasion”—President Trump directed the Secretary of Homeland Security (among others) to “rescind the policy decisions of the previous administration that led to the increased or continued presence of illegal aliens in the United States,” including by “[e]nsuring that the parole authority . . . is exercised only on a case-by-case basis in accordance with the plain language of the statute, and in all circumstances only when an individual alien demonstrates urgent humanitarian reasons or a significant public benefit derived from their particular continued presence in the United States arising from such parole.” 123. And in yet another order signed that day—Executive Order 14161, entitled “Protecting the United States from Foreign Terrorists and Other National Security and Public Safety Threats”—President Trump ordered the Secretary of Homeland Security “to ensure that all aliens seeking admission to the United States, or who are already in the United States, are vetted and screened to the maximum degree possible,” which should be “consistent” with the “vetting and screening standards” that were in effect on January 19, 2021—the last full day of President Trump’s first term in office. 124. Also on January 20, 2025, then-Acting Secretary of Homeland Security Benjamine C. Huffman issued a memorandum entitled “Exercising Appropriate Discretion Under Parole Authority” to the heads of ICE, CBP, and USCIS.",0.030303,7.713705,6,0.729424,6
1,About alleged unlawful arrests and detention by ICE but not standards,ICE detention standards,5,US citizen seek millions in damages after violent ICE arrests (RFC),"Several U.S. citizens are suing ICE and DHS for millions in damages, alleging they were violently arrested, unlawfully detained, and subjected to assault, battery, false imprisonment, and emotional distress despite being American citizens. The lawsuits includes cases such as a man arrested twice while at work and others caught in raids where ICE agents allegedly used excessive force.",0.029469,7.011711,11,0.731865,5
3,Exact match on the ACA interim final rule,asylum cooperative agreements interim final rule,1,DHS Secretary ratifies interim final rule on Asylum Cooperative Agreements,"Likely also due to the COVID-19 pandemic, the 2019 ACAs with Honduras and El Salvador were never implemented under the first Trump administration. The Biden Administration Terminated the 2019 ACAs But Failed to Rescind the Rule 88. On February 2, 2021, former President Biden directed the Attorney General and DHS Secretary to “promptly review and determine whether to rescind the interim final rule” at issue in this case “as well as any agency memoranda or guidance issued in reliance on that rule.” Executive Order 14010, 86 Fed. Reg. 8267, 8270. That executive order further directed the Secretary of State to “promptly consider whether to notify the governments of” Guatemala, Honduras, and El Salvador that “the United States intends to suspend and terminate” the 2019 ACAs with those countries. Id. 89. On February 6, 2021, the State Department announced that “the United States ha[d] suspended and initiated the process to terminate the Asylum Cooperative Agreements with the Governments of El Salvador, Guatemala, and Honduras.”6 The termination of the 2019 5 Democratic Staff Report for the Senate Committee on Foreign Relations, Cruelty, Coercion, and Legal Contortions: The Trump Administration’s Unsafe Asylum Cooperative Agreements 23, Jan. 18, 2021, https://perma.cc/48UW-JH68. 6 U.S. State Dep’t, Press Release, Suspending and Terminating the Asylum Cooperative Agreements with the Governments El Salvador, Guatemala, and Honduras, Feb. 6, 2021, https://perma.cc/BLB4-AVRD. Case 1:20-cv-00116-EGS Document 157-1 Filed 09/08/25 Page 29 of 52",0.032787,27.758434,1,0.896517,1
0,Refugee cooperative agreements are different from asylum cooperative agreements,asylum cooperative agreements interim final rule,2,State Department orders resettlement agencies to stop funded work supporting refugees currently in the U.S.,"Although the suspension letter mentioned in passing an Executive Order pausing foreign aid, that Executive Order on its face does not apply to USCCB’s cooperative agreements, which exclusively provide “domestic assistance” to government-vetted refugees located in the United States. 8 U.S.C. § 1522(a)(3) (emphasis added). And the suspension letter’s nebulous reference to the State Department’s policy priorities did nothing to explain why USCCB’s agreements—suddenly after decades of continuity—might be inconsistent with those priorities. The government also has given no explanation for its tacit refusal to reimburse preJanuary 24 expenses under USCCB’s cooperative agreements. 11. Third, the Refugee Funding Suspension is unlawful because it was done without public notice and opportunity to comment. 5 U.S.C. § 553. The suspension is a legislative or substantive rule because it prospectively alters the legal rights or interests of USCCB and thousands of refugees already present in the United States. Yet the government did not provide notice to or solicit input from affected parties and the public at large, as the APA requires. 12. The government’s suspension of funds that USCCB spends on initial refugeeresettlement services under its cooperative agreements with the State Department is unlawful. This Court should declare Defendants’ actions unlawful and set them aside and order Defendants to resume reimbursements pursuant to the cooperative agreements so that USCCB’s vital work assisting lawfully admitted refugees may continue.",0.032002,14.080795,2,0.768141,3
1,Asylum officer rule is related asylum procedure but not the ACA rule,asylum cooperative agreements interim final rule,3,"EO 14165 § 6 directs DHS, DOS, and DOJ to resume the Migrant Protection Protocols","2. Asylum Officer Rule On August 20, 2021, DHS and DOJ promulgated a Notice of Proposed Rulemaking (NPRM) for the so-called “Asylum Officer Rule,” which seeks to address systemic problems with the asylum system in an enduring way consistent with the Administration’s values. Specifically, it amends the procedures for credible fear screenings and consideration of asylum, withholding of removal, and CAT, so as to streamline the asylum process and address the current backlogs in the system.140 The comment period of this NPRM recently closed, and DHS and DOJ are currently reviewing the comments received and working on a final rule. The proposed rule addresses the fact that the number of asylum and related protection claims at the SWB has increased dramatically over the years, that the system has not been able to keep pace, and that large immigration court backlogs and lengthy adjudicated delays are the result.141 As stated in the NPRM, the proposed rule also evidences this Administration’s recognition that “[a] system that takes years to reach a result is simply not a functional one. It delays justice and certainty for those who need protection, and it encourages abuse by those who will not qualify for protection and smugglers who exploit the delay for profit.”142 The Asylum Officer Rule thus responds to the very same concerns identified by the last Administration when 138 Data on the number of initial hearings for individuals on Dedicate Docket, provided by EOIR on Oct. 25, 2021.",0.030835,11.070053,8,0.769824,2
0,This appears unrelated and not about ACA,asylum cooperative agreements interim final rule,4,EOIR and USCIS issue communicable-disease security bars to asylum and withholding eligibility,"EOIR and USCIS issue final rule adding public health-related bars to asylum eligibility. The final rule implements three changes: - Expands the ""danger to the security of the United States"" bar to asylum eligibility to include public-health crises (""emergency public health concerns generated by a communicable disease""); - Provides for ""streamlining screening for potential eligibility for deferral of removal in the expedited removal process"" for noncitizens determined ineligible for asylum based on the third country transit rule; and - Authorizes DHS to place noncitizens found ineligible for asylum or withholding under the third country transit rule or under the ""danger to the security of the United States"" bar into asylum-and-withholding only proceedings, or to remove such individuals to a third country. The rule was signed by Chad Mizelle, Senior Official Performing the Duties of the General Counsel, on behalf of Acting Secretary Wolf, and by EOIR Director James McHenry. [ID #983]",0.030310,12.331716,5,0.760579,7
0,Public charge rule is unrelated,asylum cooperative agreements interim final rule,5,USCIS issues final rule on public charge inadmissibility grounds,"Public Charge USCIS is no longer applying the August 2019 Public Charge Final Rule. As a consequence, among other changes, USCIS will apply the public charge inadmissibility statute consistent with the 1999 Interim Field Guidance. In other words, USCIS is not considering an applicant’s receipt of Medicaid (except for long-term institutionalization at the government’s expense), public housing, or Supplemental Nutrition Assistance Program (SNAP) benefits as part of the public charge inadmissibility determination. Background On Nov. 2, 2020, the U.S. District Court for the Northern District of Illinois vacated the Inadmissibility on Public Charge Grounds final rule (84 Fed. Reg. 41,292 (Aug. 14, 2019)), as amended by Inadmissibility on Public Charge Grounds; Correction, 84 Fed. Reg. 52,357 (Oct. 2, 2019) (Public Charge Final Rule) nationwide. That decision was stayed by the U.S. Court of Appeals for the Seventh Circuit. On March 9, 2021, the Seventh Circuit lifted its stay and the U.S. District Court for the Northern District of Illinois’ order vacating the Public Charge Final Rule went into effect. When the vacatur went into effect, USCIS immediately stopped applying the Public Charge Final Rule to all pending applications and petitions that would have been subject to the rule. USCIS continues to apply the public charge inadmissibility statute, including consideration of the statutory minimum factors in the totality of the circumstances, in accordance with the 1999 Interim Field Guidance that was in place before the Public Charge Final Rule was implemented.",0.030118,13.287058,4,0.755108,9
3,Directly about ORR release process for unaccompanied children,unaccompanied children ORR release policies,1,ORR requires Director-level authorization of custodial releases of certain unaccompanied children,"Policies related to influx care facilities are under Section 7. Section 2: Safe and Timely Release from ORR Care 1/27/15 Not Applicable 2.1 Summary of the Safe and Timely Release Process 1/27/15 6/18/19 - Revised wording to provide clarity. 2.2 Application for the Safe & Timely Release of UAC from ORR Care 1/27/15 6/18/19 - Renamed section and revised wording to provide clarity. 2.2.1 Identification of Qualified Sponsors 1/27/15 4/7/15 - Clarification that first cousins are Category 2 sponsors 4/11/16 - Clarification of sponsor category for children of unaccompanied alien children. 6/18/19 - Split category 2 sponsors into two separate sponsor categories, category 2A and category 2B. 3/8/2022-Clarifies what category of sponsorship applies for cases where a UC enters the United States with their biological child for each UC. 2.2.2 Contacting Potential Sponsors 1/27/15 Not Applicable 2.2.3 The Application for Release 1/27/15 8/24/15 - Added clarification that care providers confirm the relationship of Category 3 sponsors who have a distant relation with youth but no supporting documentation 1/9/17 - Clarified that the care provider informs potential sponsors that they may submit additional information not requested in the FRA, in order to support their application for release of a child. 6/7/18 - Revised to reflect updated fingerprint instructions 6/18/19 - Renamed section and revised list of documents included in the FRP. 5/6/21 - Removed Sponsor Declaration from the list of FRP documents.",0.032522,19.986184,2,0.886033,1
2,Strongly relevant broader ORR framework on care placement and release,unaccompanied children ORR release policies,2,ORR proposes revisions to forms for services provided to unaccompanied children,"279 – Transfers responsibilities for the care and placement of unaccompanied alien children from the Commissioner of the former Immigration and Naturalization Service (INS) to the Director of ORR. William Wilberforce Trafficking Victims Protection Reauthorization Act of 2008 (TVPRA), 8 U.S.C. 1232 – Creates, consistent with the HSA, additional requirements for the placement, care, and release of unaccompanied alien children in federal custody. The TVPRA also directs ORR to create policies to ensure unaccompanied alien children are protected from traffickers and others seeking to victimize them or otherwise engage them in criminal, harmful, or exploitative activity. Unaccompanied Children Program Foundational Rule, 45 C.F.R. Part 410 – Establishes a uniform set of standards and procedures concerning the placement (Part 410.1100 – 1109), care (Part 410.1000 – 11004), and services (Part 410.1300 – 1311) provided to unaccompanied alien children in ORR care that is consistent with ORR’s statutory duties and implements the terms of Flores that create responsibilities for HHS and ORR. ORR’s Interim Final Rule, Standards to Prevent, Detect, and Respond to Sexual Abuse and Sexual Harassment Involving Unaccompanied Children, 45 C.F.R. Part 411 – Sets forth such standards for ORR care provider facilities that house UAC in accordance with section 1101(c) of the Violence Against Women Reauthorization Act of 2013, Pub. L. 113-4 (VA WA 2013). 2. Purpose and Use of the Information Collection The instruments included in this information collection directly relate to the care of UAC for processing pursuant to the Paperwork Reduction Act.",0.032522,23.348604,1,0.831178,2
2,Discusses safeguards and TVPRA protections for MPP-unaccompanied children,unaccompanied children ORR release policies,3,"EO 14165 § 6 directs DHS, DOS, and DOJ to resume the Migrant Protection Protocols","Nor will the court define precisely what constitutes a meaningful opportunity to access TVPRA protections; it suffices to say that MPP-unaccompanied children must be provided a meaningful opportunity to access these rights. For instance, the TVPRA envisions that children will have extended timelines to develop and present asylum claims – their exemption from the one-year deadline to apply for asylum means that the children should have extended timelines, i.e., at least more than a year to do so. Rushing to remove a child within a matter of days or weeks would not comply with the injunction. Any efforts to remove children must comply with the TVPRA and the procedural safeguards set forth in this Order. B. Identification and Notice Safeguards. The government shall adopt safeguards and take steps to identify MPP-unaccompanied children encountered by defendants, and provide adequate and timely written notice of an unaccompanied child’s MPP status to the child, the ORR shelters in which any such children are housed, and plaintiffs.2 2 Plaintiffs may designate a representative or representatives to receive notice on their behalf. 5 Case 2:21-cv-00395-FMO-RAO Document 319 Filed 09/29/25 Page 5 of 6 Page ID #:12750 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 C. Guidance on Procedures and Safeguards. The government shall publish guidance on the procedures applicable to MPP-unaccompanied children, including the practices and safeguards adopted pursuant to this Judgment to ensure that MPP-unaccompanied children have meaningful access to TVPRA protections.",0.031746,14.585125,3,0.828618,3
1,Mentions unaccompanied children in litigation context but not ORR release policy itself,unaccompanied children ORR release policies,4,DHS Secretary ratifies interim final rule on Asylum Cooperative Agreements,"2022). Other courts in this District have certified under Rule 23(b)(2) similar nationwide classes of noncitizens challenging restrictive immigration policies. See, e.g., Refugee & Immigrant Ctr. for Educ. & Legal Servs. v. Noem, 793 F. Supp. 3d 19, 103 (D.D.C. 2025) (noncitizens subject to presidential proclamation barring asylum at the border), appeal pending, D.C. Cir. No. 25-05243; P.J.E.S. v. Wolf, 502 F. Supp. 3d 492, 501-02, 509-10 (D.D.C. 2020) (unaccompanied children subject to “Title 42” expulsion policy); O.A. v. Trump, 404 F. Supp. 3d 109, 160 (D.D.C. 2019) (noncitizens subject to regulation restricting asylum); see also J.D. v. Azar, 925 F.3d 1291, 131225 (D.C. Cir. 2019) (pregnant noncitizen children); Ramirez v. ICE, 338 F. Supp. 3d 1, 42-50 Case 1:20-cv-00116-EGS Document 174 Filed 12/19/25 Page 2 of 10 3 (D.D.C. 2018) (noncitizen teens challenging transfers to ICE custody); R.I.L.-R. v. Johnson, 80 F. Supp. 3d 164, 179-83 (D.D.C. 2015) (noncitizen mothers and children denied release). The same result is warranted here, and the Court should grant class certification under Rule 23(b)(2), appoint Plaintiffs J.C., A.S., Y.A., E.M., L.H., Y.V., D.M., I.B., A.M., M.S., M.A., L.T., A.T., A.J., N.S., D.D., N.V., M.O., S.M., J.M., and J.D. (the “Section 240 Individual Plaintiffs”) as Class Representatives, and appoint the undersigned as Class Counsel. BACKGROUND This suit challenges a Rule and related agency actions that purport to implement the “safe third country” provision of the asylum statute, 8 U.S.C.",0.030777,13.674402,4,0.721994,6
1,About unaccompanied refugee children not ORR release policies for UAC generally,unaccompanied children ORR release policies,5,State Department orders resettlement agencies to stop funded work supporting refugees currently in the U.S.,"3 25-1313 (d)(2)(B) requires that the program’s Director take legal and financial responsibility for unaccompanied refugee children only if such responsibility is “necessary.” The section also authorizes the Director “to make necessary decisions to provide for the child’s immediate care.” Even while using the word “shall,” the subsection drips with deference to the executive branch and invokes no firm mandate. It also is not clear from the record if there are any unaccompanied refugee children at issue here. Similarly, subsection (e)(7)(A) states the “Secretary shall develop and implement” projects for cash and medical support for refugees “as needed.” The metes and bounds of the programs are up to executive discretion—hardly a congressional mandate. In my view, Section 1522 authorizes the executive branch to craft programs under its discretion so long as appropriations flow. It does not require that those programs operate. As the law does not demand the executive branch provide these services, our court is in no position to mandate them. I thus respectfully dissent in part. Case: 25-1313, 09/12/2025, DktEntry: 149.1, Page 12 of 12",0.030310,9.497343,7,0.729289,5
3,Directly reports ICE arrests in Los Angeles,ICE raids Los Angeles,1,COVID-19: ICE reportedly resumes arrests after pausing due to pandemic,"The New York Times reports that ICE agents made 300 arrests in Los Angeles. More than a thousand others were arrested in New York, Atlanta and Phoenix, as well as in cities in Colorado, Idaho, Montana, Nevada, New Jersey, Utah, and Wyoming. [ID #1055]",0.032787,20.716810,1,0.778533,1
1,Los Angeles immigration court operations are mentioned but not ICE raids,ICE raids Los Angeles,2,"EO 14165 § 6 directs DHS, DOS, and DOJ to resume the Migrant Protection Protocols","at 7-8 (emphasis in original).) Prior to MPP 1.0, ImmDef rarely needed to travel to Mexico to meet with clients and did not represent clients in San Diego immigration court because its “motions to transfer venue to the immigration courts in Los Angeles, where [ImmDef] and most of [its] staff are based, were routinely granted.” (See Toczylowski Decl., Exhibit A ¶ 9.) “However, motions for change of venue in MPP cases were routinely denied by the San Diego immigration courts so [ImmDef] had to expand [its] operations” to provide legal representation to noncitizens it would have represented in Los Angeles prior to the implementation of MPP. (See id.) As such, MPP impaired ImmDef’s ability to conduct removal defense work in Los Angeles immigration courts. Put differently, because MPP affected ImmDef’s core business activities in Los Angeles, the expenditures ImmDef undertook were necessary and not voluntary. (See Reply at 1-3 (“If ImmDef failed to provide legal representation to individuals subjected to MPP [], it would abandon a segment of its core constituency.”).) Moreover, allegations that a “threat” to a “concrete interest is . . . imminent” is sufficient to allege “an injury in fact.” See Bishop Paiute Tribe v. Inyo County, 863 F.3d 1144, 1154 (9th Cir. 2017) (“While generalized threats of prosecution do not confer [standing] or constitutional ripeness, a genuine threat of imminent prosecution does.”); Lujan, 504 U.S. at 560 (For a plaintiff to meet the injury-in-fact prong of standing, the plaintiff must demonstrate “an invasion of a legally protected interest which is (a) concrete and particularized and (b) actual or imminent, not conjectural or hypothetical”) (internal citations omitted) (emphasis added).",0.032002,16.298274,2,0.701275,3
1,About violent ICE arrests but not specifically Los Angeles raids,ICE raids Los Angeles,3,US citizen seek millions in damages after violent ICE arrests (RFC),"Several U.S. citizens are suing ICE and DHS for millions in damages, alleging they were violently arrested, unlawfully detained, and subjected to assault, battery, false imprisonment, and emotional distress despite being American citizens. The lawsuits includes cases such as a man arrested twice while at work and others caught in raids where ICE agents allegedly used excessive force.",0.032002,15.748004,3,0.705454,2
0,Denaturalization in Los Angeles is unrelated to ICE raids,ICE raids Los Angeles,4,DOJ files denaturalization complaints against 3 U.S. citizens,"CALIFORNIA LOCAL By BRITTNY MEJIA AUG 12, 2018 | 7:30 AM y h S New citizens during a naturalization ceremony at the L.A. Convention Center. (Mel Melcon / Los Angeles Times) ADVERTISEMENT TRIAL OFFER SUPPORT QUALITY NEWS 4 weeks for 99¢ SAVE NOW TRIAL OFFER | 4 weeks for 99¢ ħ TOPICS SUBSCRIBE 4 weeks for only 99¢ s LOG IN Working a Saturday shift in the stuffy Immigration and Naturalization Service office in downtown Los Angeles in the 1970s, Carl Shusterman came across a rap sheet. A man recently sworn in as a United States citizen had failed to disclose on his naturalization application that he had been arrested, but not convicted, in California on rape and theft charges. Shusterman, then a naturalization attorney, embarked on a months-long effort to do something that rarely happened: strip someone of their American citizenship. “We had to look it up to find out how to do this,” he said. “We’d never even heard of it.” PAID CONTENT Can a big state university really aspire to 'make life better for all humankind'? You'd better... As UCLA celebrates its centennial anniversary, now is an ideal time to assess the university's relevance to humanity at large. Fortunately, that relevance is easily... SEE MORE What Is This? ADVERTISEMENT SAVE NOW TRIAL OFFER SUPPORT QUALITY NEWS 4 weeks for 99¢ SAVE NOW Forty years later, denaturalization — a complex process once primarily reserved for Nazi war criminals and human rights violators — is on the rise under the Trump administration. A United States Citizenship and Immigration Services team in Los Angeles has been reviewing more than 2,500 naturalization files for possible denaturalization, focusing on identity fraud and willful misrepresentation.",0.031250,14.954658,4,0.680053,4
1,Not about raids but discusses concern that ICE raids may increase,ICE raids Los Angeles,5,"SSA announces return of ""no-match"" letters","The National Restaurant Association, among other groups, sued over the rule change, arguing that it was overly burdensome on employers and would result in discrimination against workers who are perceived to be immigrants. They won — and the letters stopped coming in 2012 under President Obama. Last summer, the Social Security Administration said it would restart the practice in the spring of 2019, but has not explained why it opted to do so, industry sources complained. “There is not a lot of information coming out from the government about this, and some employers are petrified that ICE audits and raids will increase,” hospitality attorney Carolyn Richmond of Fox Rothschild told The Post. “We find the timing now very interesting given all the talk about immigration and the history of what happened,” Angelo Amador, regulatory counsel of the restaurant trade group that sued the feds in 2007, told The Post. “The hospitality industry is on the front lines of this,” he said. FILED UNDER EMPLOYERS , FEDERAL GOVERNMENT , ICE , ILLEGAL IMMIGRANTS , SOCIAL SECURITY , US CUSTOMS AND BORDER PROTECTION SEE ALSO ICE arrests nearly 500 illegal immigrants in massive raid Recommended by",0.030536,13.522490,5,0.674312,6
3,Exact match on the OMB pause,OMB pauses agency grant loan financial assistance programs,1,"OMB temporarily pauses agency grant, loan, and financial assistance programs","18 Federal non-discrimination laws [including those related to pregnancy] by healthcare providers that receive Federal financial assistance.” ii. The OMB Directive 71. On the evening of January 27, State Plaintiffs were alerted through social media to a Directive sent by Matthew J. Vaeth, Acting Director of the Office of Management and Budget to heads of executive departments and agencies. The Directive, titled “Temporary Pause of Agency Grant, Loan, and Other Financial Assistance Programs,” references the seven executive orders described above. OMB Directive, at 1-2. It further states that all federal agencies “must complete a comprehensive analysis of all of their Federal financial assistance programs to identify programs, projects, and activities that may be implicated by any of the President’s executive orders.” Id. at 2. Moreover, while this analysis is ongoing, “[i]n the interim, to the extent permissible under applicable law, Federal agencies must temporarily pause all activities related to obligation or disbursement of all Federal financial assistance, and other relevant agency activities that may be implicated by the executive orders, including, but not limited to, financial assistance for foreign aid, nongovernmental organizations, DEI, woke gender ideology, and the green new deal.” Id. at 2 (emphasis in original). Pursuant to the OMB Directive, the temporary pause will take effect today, January 28, 2025 at 5:00 PM. Id. 72. The OMB Directive appears to require the temporary suspension of disbursement and obligation of all Federal financial assistance with few exceptions, and not just funds that may be related to “foreign aid, nongovernmental organizations, DEI, woke gender ideology, and the green new deal.” Id.; see also Jeff Stein, et al., White House Pauses all Federal Grants, Sparking Confusion, Washington Post (Jan.",0.032787,36.947401,1,0.965075,1
