relevance,reason,query,rrf_rank,title,full_chunk_text,rrf_score,bm25_score,bm25_rank,faiss_score,faiss_rank
0,Modified criminal convictions are unrelated to public charge,public charge rule,2,"AG Barr issues Matter of Thomas and Thompson, ruling on the immigration effect of modified criminal convictions","There, the Board established a rule that “a conviction will be found for immigration purposes” where: (1) a judge or jury has found the alien guilty or he has entered a plea of guilty or nolo contendere or has admitted sufficient facts to warrant a finding of guilty; (2) the judge has ordered some form of punishment, penalty, or restraint on the person’s liberty to be imposed (including but not limited to incarceration, probation, a fine or restitution, or community-based sanctions such as a rehabilitation program, a work-release or study- release program, revocation or suspension of a driver’s license, deprivation of nonessential activities or privileges, or community service); and (3) a judgment or adjudication of guilt may be entered if the person violates the terms of his probation or fails to comply with the requirements of the court’s order, without availability of further proceedings regarding the person’s guilt or innocence of the original charge. Id. at 551–52. Under Ozkok’s definition of “conviction,” “it was possible for a defendant to plead nolo contendere, obtain a suspended sentence, or enter a rehabilitation program on probation—so long as the court stopped short of a formal adjudication of guilt—without having the offense be considered a conviction for purposes of immigration laws.” Francis v. Gonzales, 442 F.3d 131, 140 (2d Cir. 2006). Applying this definition “required an individualized analysis of the particular procedures of different state penal systems to determine whether a person had been ‘convicted.’” Id.",0.029958,6.485959,3,0.675889,11
0,General USCIS discretion policy is not the public charge rule,public charge rule,3,USCIS updates policy on applying discretion in adjudications,"[^ 60] For definitions of public safety and national security concerns, see Updated Guidance for the Referral of Cases and Issuance of Notices to Appear (NTAs) in Cases Involving Inadmissible and Deportable Aliens (PDF), PM-602-0050.1, issued June 28, 2018. [^ 61] The oﬀicer should not go behind the record of conviction to reassess an alien’s ultimate guilt or innocence, but rather inquire into the circumstances surrounding the commission of the crime in order to determine whether a favorable exercise of discretion is warranted. See Matter of Edwards (PDF), 20 I&N Dec. 191, 197 (BIA 1990). [^ 62] USCIS considers findings of juvenile delinquency on a case-by-case basis, based on the totality of the evidence, to determine whether a favorable exercise of discretion is warranted. Therefore, an adjustment applicant must disclose all arrests and charges. If any arrest or charge was disposed of as a matter of juvenile delinquency, the applicant must include the court or other public record that establishes this disposition. See Volume 7, Adjustment of Status, Part A, Adjustment of Status Policies and Procedures, Chapter 4, Documentation, Section A, Initial Evidence, Subsection 7, Certified Copies of Arrest Records and Court Dispositions [7 USCIS-PM A.4(A)(7)]. For more information, see Volume 7, Adjustment of Status, Part B, 245(a) Adjustment [7 USCIS-PM B] and Part F, Special Immigrant-Based (EB-4) Adjustment, Chapter 7, Special Immigrant Juveniles, Section C, Eligibility Requirements, Subsection 4, Admissibility and Waiver Requirements [7 USCIS-PM F.7(C)(4)].",0.029514,6.328516,4,0.673974,12
0,Border asylum rule is unrelated to public charge,public charge rule,4,Asylum seekers given less time to prepare for credible fear interviews,"81156 DEPARTMENT OF HOMELAND SECURITY 8 CFR Parts 208 and 235 [CIS No. 2778–24; Docket No: USCIS–2024– 0006] RIN 1615–AC92 DEPARTMENT OF JUSTICE Executive Office for Immigration Review 8 CFR Part 1208 [A.G. Order No. 6053–2024] RIN 1125–AB32 Securing the Border AGENCY: U.S. Citizenship and Immigration Services (‘‘USCIS’’), Department of Homeland Security (‘‘DHS’’); Executive Office for Immigration Review (‘‘EOIR’’), Department of Justice (‘‘DOJ’’). ACTION: Final rule; request for comments. SUMMARY: On June 3, 2024, the President signed a Proclamation under sections 212(f) and 215(a) of the Immigration and Nationality Act (‘‘INA’’) suspending and limiting the entry of certain noncitizens into the United States during emergency border circumstances. DHS and DOJ (‘‘the Departments’’) issued a complementary interim final rule (‘‘IFR’’) shortly thereafter. This final rule responds to public comments received on the IFR, makes certain revisions to the regulatory text, and seeks comment on potential changes to the Circumvention of Lawful Pathways rule as well as changes that parallel modifications made by the subsequent Proclamation. DATES: Effective date: This rule is effective at 12:01 a.m. eastern daylight time on October 1, 2024. Comment period for solicited comments: Comments on the extended and expanded applicability of the Circumvention of Lawful Pathways rebuttable presumption in Section IV of this preamble and changes that parallel modifications made by the subsequent Proclamation described in Section II.C.1 of this preamble must be submitted on or before November 6, 2024.",0.029514,5.569059,12,0.687781,4
1,Public benefits eligibility is adjacent but not the public charge rule,public charge rule,5,HHS issues notice excluding undocumented immigrants from additional federal benefits,"Plaintiff the District of Columbia is a municipal corporation organized under the Constitution of the United States. It is empowered to sue and be sued, and it is the local government for the territory constituting the permanent seat of the federal government. The District is represented by and through its chief legal officer, Attorney General Brian L. Schwalb. The Attorney General has general charge and conduct of all legal business of the District and all suits initiated by and against the District and is responsible for upholding the public interest. D.C. Code. § 1-301.81. 24. Plaintiff State of Hawai‘i, represented by and through its Attorney General Anne Lopez, is a sovereign state of the United States of America. The Attorney General is Hawaii’s chief legal officer and chief law enforcement officer and is authorized by Hawaii Revised Statues § 28-1 to pursue this action. 25. Plaintiff State of Illinois is a sovereign state in the United States of America. Illinois is represented by Kwame Raoul, the Attorney General of Illinois, who is the chief law enforcement officer of Illinois and authorized to sue on the State’s behalf. Under Illinois law, the Attorney General is authorized to represent the State’s interests by the Illinois Constitution, article V, section 15. See 15 Ill. Comp. Stat. 205/4. 26. Plaintiff State of Maine is a sovereign state of the United States of America. Maine is represented by Aaron M. Frey, the Attorney General of Maine. The Attorney General is authorized to pursue this action pursuant to Me.",0.029412,5.883380,8,0.680749,8
3,Exact match on MPP,migrant protection protocols,1,"EO 14165 § 6 directs DHS, DOS, and DOJ to resume the Migrant Protection Protocols","1 OOD PM 21-26 Effective: June 24, 2021 To: All Immigration Court and Board of Immigration Appeals Personnel From: Jean King, Acting Director Date: June 24, 2021 MIGRANT PROTECTION PROTOCOLS AND MOTIONS TO REOPEN PURPOSE: Provides information regarding the adjudication of motions to reopen in Migrant Protection Protocols cases OWNER: Office of the Director AUTHORITY: 8 C.F.R. § 1003.0(b) CANCELLATION: None. I. Former Migrant Protection Protocols In January 2019, the Department of Homeland Security (DHS) implemented the Migrant Protection Protocols (MPP), which required certain individuals to wait in Mexico while awaiting adjudication by the Executive Office for Immigration Review (EOIR). See INA § 235(b)(2)(C) (authorizing the return of certain noncitizens to a contiguous territory pending removal proceedings under INA § 240); U.S. Dep’t of Homeland Security, Migrant Protection Protocols (Jan. 24, 2019), https://www.dhs.gov/news/2019/01/24/migrant-protection-protocols; see also Matter of J.J. Rodriguez, 27 I&N Dec. 762, 763–64 (BIA 2020) (describing the MPP). Since the MPP’s implementation, there have been concerns over whether the protocols are consistent with the fair and efficient adjudication of immigration cases. See, e.g., Exec. Order No. 14010, 86 Fed. Reg. 8267 (Feb. 2, 2021) (ordering DHS to promptly review and determine whether to terminate or modify the MPP and to consider a phased strategy for the safe and orderly entry into the United States of those individuals who have been subjected to MPP for further processing of their asylum claims).",0.032787,18.989620,1,0.802949,1
0,CHNV parole litigation is not about MPP,migrant protection protocols,2,"EO 14165 § 7(b) directs termination of ""categorical parole programs"" including CHNV Parole Processes","At a minimum, granting the stay would facilitate needless human suffering before the courts have reached a final judgment regarding the legal arguments at issue, while denying the Government’s application would not have anything close to that kind of practical impact. 7 Cite as: 605 U. S. ____ (2025) JACKSON, J., dissenting * * * With the stakes as high as they are in this case, measured in terms of real harm to real people, one might reasonably expect the Government to step up to equity’s scale with a mountain of harm-related arguments, bolstered by evi­ dence. The Government bears the burden of showing why it, or the public, will be irreparably injured should it be pre­ vented from exercising its policy preferences now—i.e., while the lawfulness of this agency action is being litigated. This Court has repeatedly denied similar stay requests from federal agencies in recent years, unmoved by the bald contention that the Government is irreparably harmed whenever its “substantial interest in carrying out the Pres­ ident’s policies,” Application for Stay 24, is burdened. See, e.g., Application in Biden v. Texas, No. 21A21, p. 4 (arguing that an injunction forcing the Government to comply with Migrant Protection Protocols (MPP) “imposes a severe and unwarranted burden on Executive authority over immigra­ tion policy and foreign affairs by ordering the government to precipitously re-implement a discretionary program that the Secretary has determined was critically flawed”); Biden v.",0.032002,10.808155,3,0.732355,2
2,Main case is TPS related but the snippet substantially discusses MPP,migrant protection protocols,3,DHS terminates Temporary Protected Status for Honduras,"25-2581, 2025 WL 2017247 (9th Cir. July 18, 2025) does not require the Court to limit postponement to the individual named Plaintiffs. There, ImmDef, an organizational plaintiff, sought relief against the government’s reimplementation of Migrant Protection Protocols (“MPP”) because Case 3:25-cv-05687-TLT Document 73 Filed 07/31/25 Page 35 of 37 36 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 United States District Court Northern District of California reimplementation would impair ImmDef’s ability to represent their clients. 2025 WL 2017247 at *6–8. The Ninth Circuit “limit[ed] the district court’s § 705 Stay order to exempting ImmDef’s [current and future] clients from [Migrant Protection Protocols] MPP.” Id. at *14 (internal quotations omitted). In contrast, here, individual Plaintiffs seek relief from the Secretary’s TPS termination decisions and the standard remedy for these actions is to set aside an agency’s action if the action is found to be unlawful. See 5 U.S.C. § 706(2)(A) (“The reviewing court shall ... set aside agency action, findings, and conclusions found to be . . . arbitrary, capricious, an abuse of discretion, or otherwise not in accordance with law[.]”) (emphasis added). Moreover, unlike the Immigrant Defenders stay order, which enjoined the government from reimplementing MPP, an order here would only postpone the Secretary’s TPS terminations until the next step of the litigation. A postponement would also not enjoin the Secretary from making further TPS determinations.",0.031754,13.756900,2,0.724132,4
0,Travel ban proclamation is unrelated,migrant protection protocols,4,"POTUS issues Presidential Proclamation, removing Chad from Travel Ban","I therefore hereby proclaim the following: Section 1. Policy and Purpose. (a) It is the policy of the United States to protect its citizens from terrorist attacks and other public-safety threats. Screening and vetting protocols and procedures associated with visa adjudications and other immigration processes play a critical role in implementing that policy. They enhance our ability to detect foreign nationals who may commit, aid, or support acts of terrorism, or otherwise pose a safety threat, and they aid our eworts to prevent such individuals from entering the United States. (b) Information-sharing and identity-management protocols and practices of foreign governments are important for the ewectiveness of the screening and vetting protocols and procedures of the United States. Governments manage the identity and travel documents of their nationals and residents. They also control the circumstances under which they provide information about their nationals to other governments, including information about known or suspected terrorists and criminal-history information. It is, therefore, the policy of the United 11/7/2018 Presidential Proclamation Enhancing Vetting Capabilities and Processes for Detecting Attempted Entry Into the United States by Terrorists or Other Pub… https://www.whitehouse.gov/presidential-actions/presidential-proclamation-enhancing-vetting-capabilities-processes-detecting-attempted-entry-united-states-terroris… 3/20 States to take all necessary and appropriate steps to encourage foreign governments to improve their information-sharing and identity-management protocols and practices and to regularly share identity and threat information with our immigration screening and vetting systems.",0.030777,7.045073,4,0.720995,6
1,ACA case is asylum-transfer policy adjacent but not MPP,migrant protection protocols,5,DHS Secretary ratifies interim final rule on Asylum Cooperative Agreements,"In its motion, DHS stated that D.G. had not expressed a fear of being removed to Honduras, even though that motion was the first time Defendants had raised any possibility of removal to Honduras. D.G.’s case was continued, and he now fears that he will be removed to Honduras. In Honduras he fears violence stemming from his status as a Nicaraguan migrant, and he likewise fears that Honduras will immediately deport him to or otherwise require him to return to neighboring Nicaragua. 23. Plaintiff Y.A. fled her native Somalia after her stepmother subjected her to female genital mutilation and forced marriage to a much older man. Before the marriage could occur, members of Y.A.’s fiancé’s clan kidnapped her, and her fiancé tried to rape her. Y.A. fled Somalia for Kenya and South Africa but was unable to find safety in either country. As a result, she fled to the United States and briefly traveled through Honduras on the way. Y.A. entered the United States in October 2024, was detained by DHS, and applied for asylum, withholding of removal, and CAT protection. On September 4, 2025, which was supposed to be Y.A.’s final hearing date before an immigration judge, the immigration judge sua sponte ordered pretermission of her applications and ordered her removed to Honduras or, in the alternative, to Uganda based on the ACAs with those countries and pursuant to the Rule, Guidance, and Designations. Y.A. fears that if she is removed to Honduras, she will being targeted for harm as a black, Muslim woman who does not speak Spanish.",0.029670,6.439669,5,0.708720,10
3,Directly about expedited removal system and related consultation directives,expedited removal procedures,1,Asylum seekers given less time to prepare for credible fear interviews,"On the merits, the Court concludes that Cuccinelli was not lawfully appointed to serve as acting Director and that, as a result, he lacked authority to issue the reduced-time-to-consult and prohibition-on-extensions directives. The remedy for that deficiency, moreover, is compelled by the FVRA and the APA: the Asylum Directives must be set aside. Finally, having reached that conclusion, the Court need not—and does not—reach Plaintiffs’ alternative legal challenges. Case 1:19-cv-02676-RDM Document 34 Filed 03/01/20 Page 5 of 55 6 I. BACKGROUND A. The Expedited Removal System Congress first introduced the concept of expedited removal when it enacted the Illegal Immigration Reform and Immigrant Responsibility Act (“IIRIRA”) in 1996. Pub. L. No. 104208, Div. C, 110 Stat. 3009–546, 3009 (1996) (codified as amended in scattered sections of 8 U.S.C.). Expedited removal procedures allow the Department of Homeland Security (“the Department”) to remove a subset of aliens—those arriving at the border and those who recently entered the United States without inspection—with considerably less process than the formal proceedings required to remove other aliens. See 8 U.S.C. § 1225(b)(1)(A)(i). IIRIRA, in particular, authorizes the Department to remove aliens subject to expedited removal procedures “without further hearing or review[.]” Id. If an alien subject to expedited removal “indicates either an intention to apply for asylum . . . or a fear of persecution,” however, then the immigration officer is required to “refer the alien for an interview by an asylum officer,” id.",0.032787,13.805987,1,0.748502,1
3,Directly about wrongful use of expedited removal against an advance parole holder,expedited removal procedures,2,DHS deports DACA recipient returning with advance parole,"52. Plaintiff has complied with each and every requirement Defendants imposed upon him. He has reapplied for DACA each time his permission expired, he has maintained employment consistent with his valid employment authorization and he has paid all fees required for each application-including the advance parole document he was given by USCIS. Despite each of these things, Defendants never alerted Plaintiff to any issues or concerns before he left the United States. Plaintiff in essence relied on Defendants when they granted his advance parole and authorized him to make a temporary trip abroad and return. 53. Plaintiff left the United States in reliance with Defendants grant of advance Case 3:25-cv-00801-X Document 1 Filed 04/02/25 Page 15 of 19 PageID 15 16 parole, but by then denying him permission to reenter the country, and subjecting him to expedited removal procedures., Defendants have effectuated the removal of the Plaintiff in means other than those authorized by Congress. 54. Defendants cannot effectuate de facto removal by revoking Advance Parole, consistent with the Due Process clause. United States ex rel. Accardi v. Shaughnessy, 347 U.S. 260, 268 n.8 (1954). 55. Procedural due process requires, in most cases, a hearing of some kind. Mathews v. Eldridge, 424 U.S. 319, 332-333, 96 S.Ct. 893, 901-902 (1976). The process due depends on three factors: [f]irst, the private interest that will be affected by the official action; second, the risk of an erroneous deprivation of such interest through the procedures used, and the probable value, if any, of additional or substitute procedural safeguards; and finally, the Government’s interest, including the function involved and the fiscal and administrative burdens that the additional or substitute procedural requirement would entail.",0.032002,10.052987,3,0.747454,2
3,Directly discusses expedited removal safeguards and procedural defects,expedited removal procedures,3,DHS Secretary ratifies interim final rule on Asylum Cooperative Agreements,"162. If applied in expedited removal proceedings, the safe third country provision must be applied through the statutory credible fear interview process, with its attendant procedural Case 1:20-cv-00116-EGS Document 157-1 Filed 09/08/25 Page 48 of 52 46 safeguards. Nothing in the safe third country provision purports to create an alternate expedited removal mechanism. 163. Because the Rule and Guidance provide for the expedited removal of asylum seekers without application of the low credible fear screening standard, right to consultation with and representation by counsel, and immigration judge review, the Rule and Guidance violate 8 U.S.C. § 1225(b)(1) and are contrary to law under the APA, 5 U.S.C. § 706(2)(A). SEVENTH CLAIM FOR RELIEF (Challenge to the Rule, Guidance, and Designations) (Violation of the APA, Arbitrary and Capricious) 164. The APA requires reasoned and reasonable policy-making. 165. The Rule, Guidance, and Designations are arbitrary and capricious in violation of the APA, 5 U.S.C. § 706(2)(A). 166. Among other reasons, the Rule, Guidance, and Designations are arbitrary and capricious because Defendants adopted procedures unreasonably ill-suited to complying with their non-refoulement obligations; made unacknowledged, inadequately explained, and unjustified departures from prior agency policies and procedures; failed to articulate reasoned explanations for their decisions; considered factors that Congress did not intend to be considered; entirely failed to consider important aspects of the problem; and offered explanations that run counter to the evidence before the agencies.",0.031754,12.633759,2,0.736883,4
2,Directly references expedited removal as a consequence of parole revocation policy,expedited removal procedures,4,"EO 14165 § 7(b) directs termination of ""categorical parole programs"" including CHNV Parole Processes","In this litigation, Defendants have repeatedly contended that Plaintiffs will have the opportunity to renew their requests for immigration benefits if placed in removal proceedings.20 But even if Plaintiffs can renew requests for certain benefits, some requests may very well be denied simply because Plaintiffs would no longer be in lawful status. Defendants’ positions are also inconsistent. Despite claiming Plaintiffs could renew requests in removal proceedings, Defendants: (1) are defending the FRN, which states that the revoking of parole is designed to ensure expedited removal (thereby avoiding removal proceedings); and (2) insist that Plaintiffs can be subjected to expedited removal proceedings while acknowledging, at a hearing before this court, that Plaintiffs could not renew most immigration benefits requests if placed in expedited proceedings. See infra Part IV.A. Finally, Defendants neglect to mention that the Davidson Memorandum—which Defendants maintain is lawful—imposed an indefinite suspension of immigration benefits adjudications, rendering Plaintiffs’ chances of having any benefits adjudicated outside of removal proceedings a virtual nullity. In either event, Plaintiffs have standing. 19 Denial of work authorization over the course of this litigation would cause harm to Plaintiffs that could not be remedied through damages. See supra Part I.G. 20 See, e.g., Opp. to Supp. Mot. for Class Cert. 8 [Doc. No. 90] (“If Rescinded Parolee Plaintiffs are placed into removal proceedings under 8 U.S.C.",0.031258,9.762866,5,0.739184,3
1,Discusses detention and release patterns more than expedited removal procedures,expedited removal procedures,5,"EO 14165 § 6 directs DHS, DOS, and DOJ to resume the Migrant Protection Protocols","From Fiscal Years 2013 to 2019, nearly three-quarters of single adult and family unit members who were encountered at the SWB were either never placed in or released from detention during the pendency of their proceedings—more than 1.1 million (41 percent) were never booked into ICE detention and nearly 900,000 (33 percent) were booked in for a period of time but released prior to the conclusion of their removal proceedings.122 Even during the period that MPP was in effect from late January 2019 to January 20, 2021, more than two-thirds of single adults and individuals in family units encountered along the SWB and processed through non-MPP Title 8 authorities— more than 650,000 individuals—were never detained or released from ICE custody during the incorporated the new “case-by-case” requirement into its regulation, while also maintaining its longstanding regulatory authority to release when “continued detention is not in the public interest,” 8 C.F.R. § 212.5(b)(5), which remained consistent with the statute after the 1996 amendment. Inspection and Expedited Removal of Aliens; Detention and Removal of Aliens; Conduct of Removal Proceedings; Asylum Procedures, 62 Fed. Reg. 10,312, 10,313 (Mar. 6, 1997). 118 8 U.S.C § 1103(a)(1); Chevron U.S.A., Inc. v. NRDC, 467 U.S. 837 (1984); cf., e.g., Ibragimov v. Gonzales, 476 F.3d 125, 137 n.17 (2d Cir. 2007) (deferring to another aspect of same parole regulation). 119 8 C.F.R. § 212.5(b)(5). 120 See, e.g., Interim Guidance for Implementation of Matter of M-S, 27 I&N Dec.",0.031010,9.866985,4,0.733716,5
1,Discusses detention capacity and usage but not formal detention standards,ICE detention standards,1,"EO 14165 § 6 directs DHS, DOS, and DOJ to resume the Migrant Protection Protocols","In September 2021, for example, CBP encountered approximately 192,000 individuals along the SWB.121 And as discussed above, even in August 2019, when MPP enrollments were at their zenith, CBP encountered nearly 63,000 individuals along the SWB. Meanwhile, ICE Enforcement and Removal Operations (ERO) is generally appropriated for approximately 34,000 detention beds nationwide with some modest fluctuation from year to year. This variance between border crossings and detention capacity is not new and was in fact the reality even when MPP was in place (see Appendix 1). From Fiscal Years 2013 to 2019, nearly three-quarters of single adult and family unit members who were encountered at the SWB were either never placed in or released from detention during the pendency of their proceedings—more than 1.1 million (41 percent) were never booked into ICE detention and nearly 900,000 (33 percent) were booked in for a period of time but released prior to the conclusion of their removal proceedings.122 Even during the period that MPP was in effect from late January 2019 to January 20, 2021, more than two-thirds of single adults and individuals in family units encountered along the SWB and processed through non-MPP Title 8 authorities— more than 650,000 individuals—were never detained or released from ICE custody during the incorporated the new “case-by-case” requirement into its regulation, while also maintaining its longstanding regulatory authority to release when “continued detention is not in the public interest,” 8 C.F.R.",0.032787,12.717622,1,0.760605,1
1,References ICE detention responsibilities but not detention standards,ICE detention standards,2,DHS Secretary ratifies interim final rule on Asylum Cooperative Agreements,"border or who present themselves at ports of entry. CBP makes the initial determination whether an individual in expedited removal is “amenable” to removal pursuant to an ACA and, if so, refers the individual to USCIS for a “threshold screening interview.” 36. Defendant Todd Lyons is the Acting Director of ICE. He is sued in his official capacity. 37. Defendant ICE is the sub-agency of DHS that is responsible for carrying out removal orders and overseeing immigration detention. Case 1:20-cv-00116-EGS Document 157-1 Filed 09/08/25 Page 15 of 52 13 FACTS Protections for People Fleeing Persecution and Torture 38. Federal law provides three primary forms of protection for individuals fleeing persecution and torture: asylum under 8 U.S.C. § 1158; withholding of removal under 8 U.S.C. § 1231(b)(3); and protection under the Convention Against Torture (“CAT”), see 8 C.F.R. § 1208.16-18. 39. Asylum affords protection to individuals who have a “well-founded fear of persecution” on account of race, religion, nationality, political opinion, or membership in a particular social group. 8 U.S.C. § 1101(a)(42)(A). The Supreme Court has recognized that a ten percent chance of persecution can give rise to a well-founded fear of persecution. INS v. Cardoza-Fonseca, 480 U.S. 421, 430, 440 (1987). Past persecution gives rise to a presumption of a well-founded fear of future persecution and thus of asylum eligibility. 40. Subject to several narrow exceptions, including the safe third country exception at issue here, Congress has mandated that “[a]ny [noncitizen] who is physically present in the United States or who arrives in the United States .",0.031754,8.920385,4,0.744427,2
1,About release from ICE detention in a specific case not standards generally,ICE detention standards,3,Federal judge in Oregon orders immediate release of asylum seeker from ICE detention,"The Oregonian reports on the a federal judge's order to the government that a 24-year-old asylum seeker from Mexico, Y-Z-L-H, who was arrested in the hallway of a Portland Immigration Court on June 5, 2025, be immediately released. Judge Michael H. Simon found that the asylum seeker was unlawfully detained, without justification, and that his detention was in violation of the APA. Judge Simon issued the order after a 90-minute hearing, with a written ruling to be issued next week.",0.031054,12.350646,2,0.729330,7
0,Parole authority policy is not about ICE detention standards,ICE detention standards,4,"EO 14165 § 7(b) directs termination of ""categorical parole programs"" including CHNV Parole Processes","In another executive order signed that day—Executive Order 14159, entitled “Protecting the American People Against Invasion”—President Trump directed the Secretary of Homeland Security (among others) to “rescind the policy decisions of the previous administration that led to the increased or continued presence of illegal aliens in the United States,” including by “[e]nsuring that the parole authority . . . is exercised only on a case-by-case basis in accordance with the plain language of the statute, and in all circumstances only when an individual alien demonstrates urgent humanitarian reasons or a significant public benefit derived from their particular continued presence in the United States arising from such parole.” 123. And in yet another order signed that day—Executive Order 14161, entitled “Protecting the United States from Foreign Terrorists and Other National Security and Public Safety Threats”—President Trump ordered the Secretary of Homeland Security “to ensure that all aliens seeking admission to the United States, or who are already in the United States, are vetted and screened to the maximum degree possible,” which should be “consistent” with the “vetting and screening standards” that were in effect on January 19, 2021—the last full day of President Trump’s first term in office. 124. Also on January 20, 2025, then-Acting Secretary of Homeland Security Benjamine C. Huffman issued a memorandum entitled “Exercising Appropriate Discretion Under Parole Authority” to the heads of ICE, CBP, and USCIS.",0.030303,7.713705,6,0.729424,6
1,About alleged unlawful arrests and detention by ICE but not standards,ICE detention standards,5,US citizen seek millions in damages after violent ICE arrests (RFC),"Several U.S. citizens are suing ICE and DHS for millions in damages, alleging they were violently arrested, unlawfully detained, and subjected to assault, battery, false imprisonment, and emotional distress despite being American citizens. The lawsuits includes cases such as a man arrested twice while at work and others caught in raids where ICE agents allegedly used excessive force.",0.029469,7.011711,11,0.731865,5
3,Exact match on the ACA interim final rule,asylum cooperative agreements interim final rule,1,DHS Secretary ratifies interim final rule on Asylum Cooperative Agreements,"Likely also due to the COVID-19 pandemic, the 2019 ACAs with Honduras and El Salvador were never implemented under the first Trump administration. The Biden Administration Terminated the 2019 ACAs But Failed to Rescind the Rule 88. On February 2, 2021, former President Biden directed the Attorney General and DHS Secretary to “promptly review and determine whether to rescind the interim final rule” at issue in this case “as well as any agency memoranda or guidance issued in reliance on that rule.” Executive Order 14010, 86 Fed. Reg. 8267, 8270. That executive order further directed the Secretary of State to “promptly consider whether to notify the governments of” Guatemala, Honduras, and El Salvador that “the United States intends to suspend and terminate” the 2019 ACAs with those countries. Id. 89. On February 6, 2021, the State Department announced that “the United States ha[d] suspended and initiated the process to terminate the Asylum Cooperative Agreements with the Governments of El Salvador, Guatemala, and Honduras.”6 The termination of the 2019 5 Democratic Staff Report for the Senate Committee on Foreign Relations, Cruelty, Coercion, and Legal Contortions: The Trump Administration’s Unsafe Asylum Cooperative Agreements 23, Jan. 18, 2021, https://perma.cc/48UW-JH68. 6 U.S. State Dep’t, Press Release, Suspending and Terminating the Asylum Cooperative Agreements with the Governments El Salvador, Guatemala, and Honduras, Feb. 6, 2021, https://perma.cc/BLB4-AVRD. Case 1:20-cv-00116-EGS Document 157-1 Filed 09/08/25 Page 29 of 52",0.032787,27.758434,1,0.896517,1
0,Refugee cooperative agreements are different from asylum cooperative agreements,asylum cooperative agreements interim final rule,2,State Department orders resettlement agencies to stop funded work supporting refugees currently in the U.S.,"Although the suspension letter mentioned in passing an Executive Order pausing foreign aid, that Executive Order on its face does not apply to USCCB’s cooperative agreements, which exclusively provide “domestic assistance” to government-vetted refugees located in the United States. 8 U.S.C. § 1522(a)(3) (emphasis added). And the suspension letter’s nebulous reference to the State Department’s policy priorities did nothing to explain why USCCB’s agreements—suddenly after decades of continuity—might be inconsistent with those priorities. The government also has given no explanation for its tacit refusal to reimburse preJanuary 24 expenses under USCCB’s cooperative agreements. 11. Third, the Refugee Funding Suspension is unlawful because it was done without public notice and opportunity to comment. 5 U.S.C. § 553. The suspension is a legislative or substantive rule because it prospectively alters the legal rights or interests of USCCB and thousands of refugees already present in the United States. Yet the government did not provide notice to or solicit input from affected parties and the public at large, as the APA requires. 12. The government’s suspension of funds that USCCB spends on initial refugeeresettlement services under its cooperative agreements with the State Department is unlawful. This Court should declare Defendants’ actions unlawful and set them aside and order Defendants to resume reimbursements pursuant to the cooperative agreements so that USCCB’s vital work assisting lawfully admitted refugees may continue.",0.032002,14.080795,2,0.768141,3
1,Asylum officer rule is related asylum procedure but not the ACA rule,asylum cooperative agreements interim final rule,3,"EO 14165 § 6 directs DHS, DOS, and DOJ to resume the Migrant Protection Protocols","2. Asylum Officer Rule On August 20, 2021, DHS and DOJ promulgated a Notice of Proposed Rulemaking (NPRM) for the so-called “Asylum Officer Rule,” which seeks to address systemic problems with the asylum system in an enduring way consistent with the Administration’s values. Specifically, it amends the procedures for credible fear screenings and consideration of asylum, withholding of removal, and CAT, so as to streamline the asylum process and address the current backlogs in the system.140 The comment period of this NPRM recently closed, and DHS and DOJ are currently reviewing the comments received and working on a final rule. The proposed rule addresses the fact that the number of asylum and related protection claims at the SWB has increased dramatically over the years, that the system has not been able to keep pace, and that large immigration court backlogs and lengthy adjudicated delays are the result.141 As stated in the NPRM, the proposed rule also evidences this Administration’s recognition that “[a] system that takes years to reach a result is simply not a functional one. It delays justice and certainty for those who need protection, and it encourages abuse by those who will not qualify for protection and smugglers who exploit the delay for profit.”142 The Asylum Officer Rule thus responds to the very same concerns identified by the last Administration when 138 Data on the number of initial hearings for individuals on Dedicate Docket, provided by EOIR on Oct. 25, 2021.",0.030835,11.070053,8,0.769824,2
0,This appears unrelated and not about ACA,asylum cooperative agreements interim final rule,4,EOIR and USCIS issue communicable-disease security bars to asylum and withholding eligibility,"EOIR and USCIS issue final rule adding public health-related bars to asylum eligibility. The final rule implements three changes: - Expands the ""danger to the security of the United States"" bar to asylum eligibility to include public-health crises (""emergency public health concerns generated by a communicable disease""); - Provides for ""streamlining screening for potential eligibility for deferral of removal in the expedited removal process"" for noncitizens determined ineligible for asylum based on the third country transit rule; and - Authorizes DHS to place noncitizens found ineligible for asylum or withholding under the third country transit rule or under the ""danger to the security of the United States"" bar into asylum-and-withholding only proceedings, or to remove such individuals to a third country. The rule was signed by Chad Mizelle, Senior Official Performing the Duties of the General Counsel, on behalf of Acting Secretary Wolf, and by EOIR Director James McHenry. [ID #983]",0.030310,12.331716,5,0.760579,7
