label,label_reason,query,rank,rrf_score,title,agencies_affected,subject_matter,full_chunk_text
,,diversity visa lottery policy changes,5,0.029116,President Trump proposes cutting funding to E-Verify program,"[""U.S. Citizenship and Immigration Services""]","[""Employment Verification""]","5/31/2019 White House may include mandatory E-Verify in immigration proposal - POLITICO https://www.politico.com/story/2019/05/09/white-house-mandatory-e-verify-employees-immigration-1421542 3/5 One of the people briefed on the plan said E-Verify may become part of a separate legislative effort, but that it's been part of the talks. “This seems to be still somewhat of a living, breathing document,” the person said, adding that it seemed E-Verify was “still up in the air.” McClatchy first reported Thursday that the administration had weighed adding E-Verify to its legislation, which is still being drafted. The White House plan may also tackle a number of Trump priorities, according to the people briefed on it. IMMIGRATION Kushner briefs senators on immigration plan By ANDREW RESTUCCIA and BURGESS EVERETT On the legal immigration front, it would end the diversity visa lottery, which offers 50,000 visas annually to people from countries with low rates of immigration to the U.S. Family and diversity visas would be reallocated to employment-based applicants. The U.S. admits more than 1 million lawful permanent residents each year, but only 140,000 come through employment categories. The rest are relatives, refugees, or immigrants who arrive through the diversity visa lottery. The White House proposal may also address reforms to asylum and detention laws to discourage migrants from traveling to the border to seek refuge, according to those briefed on it. The plan would override a federal court settlement to allow children to be detained for longer than 20 days, and raise the standard to pass a “credible fear” interview, the first stage in certain asylum claims."
,,employment authorization document renewal rules,1,0.032018,DOL issues guidance requiring work-authorization verification for Employment and Training Administration (ETA) grant programs,"[""Unspecified/Other""]","[""Employment Verification""]","Therefore, grantees must verify work authorization for all participants served by WIOA and related programs named above prior to delivering participant-level services.1 This change aligns with PRWORA and WIOA. This guidance uses the more commonly understood and better-defined category of participant-level services2, and clearly states that all participant-level services are “federal public benefits” under PRWORA, because 1 Programs such as YouthBuild, REO Youth, and NFJP youth services generally include assisting young people in obtaining their high school equivalency or other secondary-level education services. These youth programs provide these secondary-level education services along with other participant-level services that constitute federal public benefits. Because at least some services provided to youth participants are federal public benefits, recipients must verify participants’ work authorization. This policy is consistent with the overall goal of these youth programs to prepare participants for employment, as discussed in this guidance. 2 Participant level services are defined in Attachment II in TEGL 19-16, Guidance on Services through the Adult and Dislocated Worker Programs under the Workforce Innovation and Opportunity Act (WIOA) and the WagnerPeyser Employment Service (ES), as amended by title III of WIOA, and for Implementation of the WIOA Final Rules. 3 they are the same or similar as benefits listed in PRWORA at 8 USC 1611(c).3 While WIOA programs provide a range of services to jobseekers, the overall goal is to move participants into gainful employment."
,,employment authorization document renewal rules,2,0.031099,DHS Ends Automatic Extension of Employment Authorization Documents,"[""U.S. Citizenship and Immigration Services""]","[""Employment Verification"", ""Unspecified/Other""]","U.S. Citizenship and Immigration Services (USCIS) issued an interim final rule (IFR) to end the automatic 540-day extension under 8 C.F.R § 274a.13 of Form I-766 employment authorization documents (EADs) that were timely filed. Applications filed before October 30, 2025, will still receive the automatic extension. This policy applies to refugees, asylees, green-card applicants, and noncitizens applying for or granted withholding of removal, among others. The IFR does not affect automatic extension of EADs for Temporary Protected Status (TPS) beneficiaries under Immigration and Nationality Act (INA) § 244 or the validity of EADs that were automatically extended prior to October 30 or which are otherwise automatically extended by law or Federal Register notice. USCIS states the change aims to strengthen vetting and security checks, including more background checks and biometric data collection. USCIS acknowledges that this change could leave some individuals temporarily out of work. USCIS asserts that this action is consistent with EO 14159 § 16's directive to DHS to take all appropriate action to ensure EADs are issued consistent with Immigration and Nationality Act (INA) § 274A and EADs are not issued to unauthorized noncitizens. Public comments must be received on or before December 1, 2025. Trump 2.0 [ID #2037]"
,,employment authorization document renewal rules,3,0.031054,"EOIR proposes revisions to Form EOIR-31A, Request for Accreditation of Non-Attorney Representative","[""Executive Office for Immigration Review""]","[""Unspecified/Other""]","If you have comments regarding the accuracy of this estimate, or suggestions for making this form simpler, you can write to the Executive Office for Immigration Review, Office of the General Counsel, 5107 Leesburg Pike, Suite 2600, Falls Church, Virginia 22041. Privacy Act Notice The collection of this information is authorized by 8 U.S.C. §§ 1103, 1229a, 1362 and 8 C.F.R. §§ 1292.11-19 in order to request recognition of a non-profit religious, charitable, social service or similar organization. The information you provide is voluntary and will be used by EOIR employees to assess your organization’s eligibility for recognition; however, failure to provide the requested information may preclude consideration of your request. Pursuant to the Privacy Act, EOIR may share the information provided with this form with others in accordance with approved routine uses. Furthermore, the submission of this form acknowledges that an approved applicant will be subject to the disciplinary rules and procedures at 8 C.F.R. 1003.101et seq., including, pursuant to 8 C.F.R. §§ 292.3(h)(3), 1003.108(c), publication of the approved applicant’s name and findings of misconduct should the applicant be subject to public discipline. Form EOIR-31A Rev. Feb. 2020 Page 1 of 3 U.S. Department of Justice Executive Office for Immigration Review Office of Policy Office of Legal Access Programs OMB#1125-0013 Request by Organization for Accreditation or Renewal of Accreditation of Non-Attorney Representative Name: First ____________________ Middle _____________________ Last ____________________________ Other name(s) used __________________________________________________________________________ Daytime phone number __________________ Email _______________________________________________ Initial _____ Partial (to practice before DHS only) _____ Full (to practice before DHS, immigration courts, and BIA) Renewal _____ Partial Accreditation expiration date __________ _____ Full Change of accreditation type _____ Partial to full _____ Full to partial Name of organization requesting accreditation _____________________________________________________ Organization website _________________________________________________________________________ Is organization recognized?"
,,employment authorization document renewal rules,4,0.030331,"DOJ sues Illinois over ""Right to Privacy in the Workplace Act"" amendments","[""Unspecified/Other""]","[""Employment Verification""]","If a worksite inspection must occur, the inspection is done by Homeland Security Investigations (“HSI”), the investigative branch of ICE. The U.S. Department of Justice’s Immigrant and Employee Rights Section within the Civil Rights Division enforces the antidiscrimination provisions of IRCA. 24. E-Verify compares the information from an employee’s Form I-9, Employment Eligibility Verification, with official government records to verify the identity and employment authorization of each newly hired employee, and in some special cases existing employees. Id. 25. Employers must agree to and follow the requirements set forth in the E-Verify Memorandum of Understanding for Employers (“MOU”).6 26. In addition to requirements listed in the MOU, employers who choose to participate in E-Verify must follow the guidelines specified in the Rules and Responsibilities Overview of the E-Verify User Manual, which include, inter alia: (1) notifying the prospective employees and all employees, including those hired to work in a remote setting, of the employer’s E-Verify participation by clearly displaying the Notice of E-Verify Participation and the U.S. Department 5 E-Verify User Manual (June 11, 2024), https://www.e-verify.gov/book/export/html/2113 (“E-Verify Manual”) (last visited Apr. 29, 2025). 6 E-Verify Memorandum of Understanding for Employers (revised June 1, 2013), https://www.everify.gov/sites/default/files/everify/memos/MOUforEVerifyEmployer.pdf (last visited Apr. 29, 2025). Case: 1:25-cv-04811 Document #: 1 Filed: 05/01/25 Page 8 of 23 PageID #:8"
,,employment authorization document renewal rules,5,0.030303,"EO 14165 § 7(b) directs termination of ""categorical parole programs"" including CHNV Parole Processes","[""Customs and Border Protection"", ""U.S. Citizenship and Immigration Services"", ""Unspecified/Other""]","[""Unspecified/Other""]","¶¶ 18–19. Defendants have represented to this court their intent, once this court’s stay is lifted, “to issue new notices to all impacted FRP parolees providing notice that their parole will terminate 30 days from the date of the notice.” Id. ¶ 22. The new notices “will also provide that any associated [employment authorization documents] will be revoked no sooner than 30 days from the date of the notice, unless the FRP recipient submits countervailing evidence demonstrating 9 The notices stated that both parole and parole-based employment authorization would be terminated on January 14, 2026. Kernochan Decl. at ECF 7 [Doc. No. 250-1]. Defendants report that the notices “included a typo, indicating that the [employment authorization documents] would be revoked as of January 14, 2026, the date of parole termination, rather than January 20.” Id. ¶ 20. Case 1:25-cv-10495-IT Document 258 Filed 01/25/26 Page 11 of 42 12 their continued eligibility for parole-based employment authorization before that date.” Id. Defendants state further that “notices will be transmitted electronically to parolees who were granted parole through an electronic application process, and sent in paper form to the current address of record to parolees who were granted parole by filing a paper request.” Id. ¶ 23. III. Jurisdiction Defendants contend that 8 U.S.C. § 1252(a)(2)(B)(ii) bars the court from exercising jurisdiction here. Defs.’ Opp’n 6 [Doc. No. 251] This argument is incorrect. Section 1252(a)(2)(B)(ii) establishes that no court shall have jurisdiction to review: [A]ny ."
,,advance parole policy changes,1,0.032522,"EO 14165 § 7(b) directs termination of ""categorical parole programs"" including CHNV Parole Processes","[""Customs and Border Protection"", ""U.S. Citizenship and Immigration Services"", ""Unspecified/Other""]","[""Unspecified/Other""]","On January 20, 2025, the President issued Executive Order (EO) 14165, Securing our Borders͕ requiring DHS to terminate all categorical parole programs that are contrary to law or policy, including the parole program known as CHNV.3 The President also issued EO 14161, Protecting the United States from Foreign Terrorists and Other National Security and Public Safety Threats͕ 2023); Implementation of a Change to the Parole Process for Haitians, 88 FR 26327 (Apr. 28, 2023). Implementation of a Parole Process for Nicaraguans, 88 FR 1255 (Jan. 9, 2023). Implementation of a Parole Process for Venezuelans, 87 FR 63507 (Oct. 19, 2022); Implementation of Changes to the Parole Process for Venezuelans, 88 FR 1279 (Jan. 9, 2023)). Implementation of a Family Reunification Parole Process for Colombians, 88 FR 43591 (July 10, 2023); Implementation of a Family Reunification Parole Process for Ecuadorians, 88 FR 78762 (Nov. 16, 2023); Implementation of a Family Reunification Parole Process for Salvadorans, 88 FR 43611 (July 10, 2023); Implementation of a Family Reunification Parole Process for Guatemalans, 88 FR 43581 (July 10, 2023); Implementation of a Family Reunification Parole Process for Hondurans, 88 FR 43601 (July 10, 2023); Implementation of Changes to the Cuban Family Reunification Parole Process, 88 FR 54639 (Aug. 11, 2023); Implementation of Changes to the Haitian Family Reunification Parole Process, 88 FR 54635 (Aug. 11, 2023); Implementation of the Uniting for Ukraine Parole Process (Apr."
,,advance parole policy changes,2,0.032522,DHS deports DACA recipient returning with advance parole,"[""Customs and Border Protection"", ""Unspecified/Other""]","[""Border"", ""DACA""]","Tex. May 15, 2019)(“Even assuming that the court has jurisdiction, Santa Maria's argument that her departure from the United States on advance parole executed her removal order has no merit” citing In re Arrabally/Yerrabelly1, 25 I. & N. Dec. 771, (BIA 2012) (""[I]t is well-settled that an alien who leaves the United States and returns under a grant of advance parole is subject to the grounds of inadmissibility once parole is terminated, even if he had been 'deportable' rather than 'inadmissible' before the trip's commencement.""). 24. Advance parole by definition is “treated as a distinct benefit for which the alien must demonstrate his eligibility and worthiness.” Arrabally/Yerrabelly at 778. This distinction comes with certain guarantees, the Seventh Circuit explained: “the Board of Immigration Appeals, in In re G-A-C-, supra, described advance parole as ""a mechanism by which a district director can, as a humanitarian measure, advise an alien who is in this country, but who knows or fears that he will be inadmissible if he leaves and tries to return, that he can leave with assurance that he will be paroled back into the United States upon return, under prescribed conditions, if he cannot establish that he is admissible at that time"" (emphasis added in the original)(internal cite omitted). The Board went on to say that ""the term 'advance parole' is something of a misnomer""—that really it means “advance authorization of parole…the alien is advised in advance of a departure that, if he meets certain conditions, he will be paroled into the United States when he returns."" Id."
,,advance parole policy changes,3,0.031010,ORR requires Director-level authorization of custodial releases of certain unaccompanied children,"[""Office of Refugee Resettlement""]","[""Detention"", ""Interior"", ""Minors""]","1/17/16 - Summary of changes: - All individuals undergoing a public records check will also undergo a sex offender registry check. - All non-sponsor adult household members and adult care givers identified in a sponsor care plan will undergo a public records check and a sex offender registry check. - A revised Family Reunification Application will collect the date of birth of household members and contact and biographic information of adult care givers identified in the sponsor care plan. This information is needed to perform the public records check and sex offender registry check. 3/31/16 - Clarified home study policies. 4/11/16 — Clarification that table represents minimum standards. 6/7/18 - Updates with changes to background checks by DHS and fingerprint and background check requirements 12/18/18 - Revised criteria and table to reflect changes to fingerprint submission requirements for some household members. 6/18/19 - Added a brief description of the transmission process for background checks, including identification of Federal and state agencies involved in the process. Removed requirement of DHS immigration status checks and criminal history checks. Revised/added fingerprint check criteria for category 1, 2A, and 2B sponsors. Revised CA/N check criteria for category 3 sponsors. 2.5.2 Results of Background Checks on Release Decisions 1/27/15 6/7/18 - Added information sharing policy to results of background checks 6/18/19 - Revised information sharing policy for results of background checks."
,,advance parole policy changes,4,0.031010,"EO 14165 § 6 directs DHS, DOS, and DOJ to resume the Migrant Protection Protocols","[""Unspecified/Other"", ""Unspecified/Other"", ""Unspecified/Other""]","[""Border"", ""Asylum, Withholding and CAT""]","Moreover, the Secretary has his own independent and significant concerns about the prior implementation of MPP, including concerns about the safety and security of those returned to Mexico, deficiencies in the non-refoulement interview process, barriers to access to counsel, and the ways in which reimplementation of MPP would divert from other Administration goals and result in significant burdens for the Department that would limit DHS’s opportunities to make other needed reforms consistent with this Administration’s policy priorities. In light of these concerns, the Secretary has decided not to resume MPP in precisely the same form as it previously existed, even if were a viable option. As an alternative, the Secretary considered a modified implementation and enforcement plan, in the manner that the Administration is planning to start doing in the coming weeks— pending an independent decision by the GOM to facilitate returns—in order to comply with the district court’s order. As the Department moves to reimplement, it is making changes to account for GOM’s concerns—changes which are designed to better protect individuals returned to Mexico and ensure, among other things, timely and accurate notice about court hearings. In addition, the Department is evaluating what changes could be made to address the issues raised in the Red Team Report, to include changes announced by the December 2020 supplementary guidance to better ensure family unity, access to counsel during non-refoulement interviews, and assessment of vulnerability."
,,advance parole policy changes,5,0.029631,USCIS updates policy on applying discretion in adjudications,[],[],"There is no discretionary analysis as part of the adjudication, and these requests cannot be denied as a matter of discretion. The following table provides a non-exhaustive overview of immigration benefits and whether discretion is involved in the adjudication of such benefits. Immigration Benefits Involving Discretionary Review Benefit Type Discretion Involved (Yes or No) Petition to classify an alien as a nonimmigrant worker No (with some exceptions) Petition to classify an alien as a fiancé(e) of a U.S. citizen Yes Application to extend or change nonimmigrant status Yes Advance permission to enter as a nonimmigrant Yes Humanitarian parole Yes Temporary protected status Yes Refugee status Yes (with some exceptions) Asylum Yes Petition to classify an alien as a family-based immigrant No (with some exceptions) [7] [8] [9] [10] [11] [12] [13] [14] [15] [16] [17] Chapter 8 - Discretionary Analysis | USCIS https://www.uscis.gov/policy-manual/volume-1-part-e-chapter-8 2 of 18 11/13/20, 11:20 AM Benefit Type Discretion Involved (Yes or No) Petition to classify an alien as an employment-based immigrant Yes Petition to classify an alien as an immigrant investor Yes Adjustment of status Yes (with some exceptions) Registration No Recognition as an American Indian born in Canada No Waivers of inadmissibility Yes Consent to reapply for admission after deportation or removal Yes Employment authorization Yes (with some exceptions) Removal of conditions on permanent residence No (with some exceptions) Naturalization No Application for a Certificate of Citizenship No B."
,,consular processing suspension COVID policy,1,0.032787,"POTUS issues Presidential Proclamation, removing Chad from Travel Ban","[""Bureau of Consular Affairs""]","[""Visitor"", ""Unspecified/Other""]","2. Resumption of Visa Processing and Clearing the Backlog of Cases in Waiver Processing. (a) The Secretary of State shall direct all Embassies and Consulates, consistent with applicable law and visa processing procedures, including any related to coronavirus disease 2019 (COVID-19), to resume visa processing in a manner consistent with the revocation of the Executive Order and Proclamations speciﬁed in section 1 of this proclamation. (b) Within 45 days of the date of this proclamation, the Secretary of State shall provide to the President a report that includes the following elements: (i) The number of visa applicants who were being considered for a waiver of restrictions under Proclamation 9645 or 9983 on the date of this proclamation and a plan for expeditiously adjudicating their pending visa applications. (ii) A proposal to ensure that individuals whose immigrant visa applications were denied on the basis of the suspension and restriction on entry imposed by Proclamation 9645 or 9983 may have their applications reconsidered. This proposal shall consider whether to reopen immigrant visa applications that were denied due to the suspension and restriction on entry imposed by Proclamation 9645 or 9983, whether it is necessary to charge an additional fee to process those visa applications, and development of a plan for the Department of State to expedite consideration of those visa applications. (iii) A plan to ensure that visa applicants are not prejudiced as a result of a previous visa denial due to the suspension and restriction on entry imposed by Proclamation 9645 or 9983 if they choose to re-apply for a visa."
,,consular processing suspension COVID policy,2,0.032258,"POTUS issues Presidential Proclamation 9983, adding six new countries to Travel Ban","[""Customs and Border Protection"", ""U.S. Citizenship and Immigration Services"", ""Bureau of Consular Affairs""]","[""Unspecified/Other""]","2. Resumption of Visa Processing and Clearing the Backlog of Cases in Waiver Processing. (a) The Secretary of State shall direct all Embassies and Consulates, consistent with applicable law and visa processing procedures, including any related to coronavirus disease 2019 (COVID-19), to resume visa processing in a manner consistent with the revocation of the Executive Order and Proclamations speciﬁed in section 1 of this proclamation. (b) Within 45 days of the date of this proclamation, the Secretary of State shall provide to the President a report that includes the following elements: (i) The number of visa applicants who were being considered for a waiver of restrictions under Proclamation 9645 or 9983 on the date of this proclamation and a plan for expeditiously adjudicating their pending visa applications. (ii) A proposal to ensure that individuals whose immigrant visa applications were denied on the basis of the suspension and restriction on entry imposed by Proclamation 9645 or 9983 may have their applications reconsidered. This proposal shall consider whether to reopen immigrant visa applications that were denied due to the suspension and restriction on entry imposed by Proclamation 9645 or 9983, whether it is necessary to charge an additional fee to process those visa applications, and development of a plan for the Department of State to expedite consideration of those visa applications. (iii) A plan to ensure that visa applicants are not prejudiced as a result of a previous visa denial due to the suspension and restriction on entry imposed by Proclamation 9645 or 9983 if they choose to re-apply for a visa."
,,consular processing suspension COVID policy,3,0.031746,"POTUS issues EO 13780, extending travel ban and instructing agencies to enhance screening of certain foreign nationals","[""Customs and Border Protection"", ""U.S. Citizenship and Immigration Services"", ""Bureau of Consular Affairs""]","[""Unspecified/Other""]","2. Resumption of Visa Processing and Clearing the Backlog of Cases in Waiver Processing. (a) The Secretary of State shall direct all Embassies and Consulates, consistent with applicable law and visa processing procedures, including any related to coronavirus disease 2019 (COVID-19), to resume visa processing in a manner consistent with the revocation of the Executive Order and Proclamations speciﬁed in section 1 of this proclamation. (b) Within 45 days of the date of this proclamation, the Secretary of State shall provide to the President a report that includes the following elements: (i) The number of visa applicants who were being considered for a waiver of restrictions under Proclamation 9645 or 9983 on the date of this proclamation and a plan for expeditiously adjudicating their pending visa applications. (ii) A proposal to ensure that individuals whose immigrant visa applications were denied on the basis of the suspension and restriction on entry imposed by Proclamation 9645 or 9983 may have their applications reconsidered. This proposal shall consider whether to reopen immigrant visa applications that were denied due to the suspension and restriction on entry imposed by Proclamation 9645 or 9983, whether it is necessary to charge an additional fee to process those visa applications, and development of a plan for the Department of State to expedite consideration of those visa applications. (iii) A plan to ensure that visa applicants are not prejudiced as a result of a previous visa denial due to the suspension and restriction on entry imposed by Proclamation 9645 or 9983 if they choose to re-apply for a visa."
,,consular processing suspension COVID policy,4,0.030777,State Department orders resettlement agencies to stop funded work supporting refugees currently in the U.S.,"[""Unspecified/Other""]","[""Refugees"", ""Unspecified/Other""]","The “Refugee Funding Suspension” refers to the suspension of federal funding to USRAP nonprofit partners for their work processing refugee applications abroad and providing services to refugees domestically. USRAP nonprofit partners, including Plaintiff resettlement agencies, learned of the Refugee Funding Suspension on January 24, when PRM issued mass “Suspension Notices” directing resettlement agencies to immediately stop work, cancel obligations, and incur no new costs. Dkt. No. 31-3. Plaintiffs allege that, along with these Suspension Notices, the Refugee Funding Suspension also includes a sub silentio suspension, enacted without notice, of contractual reimbursements owed to USRAP partner nonprofits Case 2:25-cv-00255-JNW Document 45 Filed 02/28/25 Page 33 of 62 FINDINGS OF FACT, CONCLUSIONS OF LAW, AND ORDER ISSUING PRELIMINARY INJUNCTION - 34 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 for work already performed under cooperative agreements. See Dkt. No. 15-23 ¶¶ 46-47. The Court finds that these agency actions—the Agency Suspension and the Refugee Funding Suspension—are discrete enough to facilitate APA review. See Al Otro Lado, Inc. v. McAleenan, 394 F. Supp. 3d 1168, 1206–07 (S.D. Cal. 2019) (finding that unwritten, informal DHS policy limiting access to asylum at border was APA-reviewable); Washington v. U.S. DHS, 614 F. Supp. 3d 863, 872–73 (W.D. Wash. 2020) (same as to unwritten CBP policy of courthouse arrests of noncitizens). b. Agency Defendants cannot evade APA review merely by claiming they are implementing executive orders."
,,consular processing suspension COVID policy,5,0.030090,"State Department Announces Visa Restrictions for Foreign Officials and Others ""Facilitating Illegal Migration""","[""Bureau of Consular Affairs"", ""Unspecified/Other""]","[""Unspecified/Other"", ""Unspecified/Other""]","This visa restriction policy is pursuant to Section 212(a)(3)(C) of the Immigration and Nationality Act, which Home > O!ce of the Spokesperson > Press Releases > Announcement of a Visa Restriction Policy Targeting Foreign O""cials and Others Facilitating Illegal Migration into the United States PRESS STATEMENT MARCO RUBIO, SECRETARY OF STATE MARCH 5, 2025 Announcement of a Visa Restriction Policy Targeting Foreign Officials and Others Facilitating Illegal Migration into the United States An o""cial website of the United States Government Here's how you know      ✉ POLICY ISSUES COUNTRIES & AREAS BUREAUS & OFFICES ABOUT search Newsroom Business Employees Job Seekers Students Travelers Visas White House USA.govO!ce of the Inspector General ArchivesContact Us FOLLOW US Privacy Policy Accessibility Statement Copyright Information FOIA No FEAR Act      ✉ authorizes the Secretary of State to render inadmissible any alien whose entry into the Unites States “would have potentially serious adverse foreign policy consequences for the United States.” Certain family members may also be covered by these restrictions. Bureau of Consular A!airs O""ce of the Spokesperson The Secretary of State TAGS"
,,visa interview waiver policy changes,1,0.032522,"POTUS issues Presidential Proclamation 9983, adding six new countries to Travel Ban","[""Customs and Border Protection"", ""U.S. Citizenship and Immigration Services"", ""Bureau of Consular Affairs""]","[""Unspecified/Other""]","3/14/2021 Rescission of Presidential Proclamations 9645 and 9983 https://travel.state.gov/content/travel/en/News/visas-news/rescission-of-presidential-proclamations-9645-and-9983.html 1/2 Rescission of Presidential Proclamations 9645 and 9983 Last Updated: March 10, 2021 On January 20, 2021, President Biden signed a Presidential Proclamation titled “Ending Discriminatory Bans on Entry to the United States.” This proclamation ends the travel restrictions under Presidential Proclamations 9645 and 9983 that had suspended entry into the United States of certain nationals, based on visa type, from Burma, Eritrea, Iran, Kyrgyzstan, Libya, Nigeria, North Korea, Somalia, Sudan, Syria, Tanzania, Venezuela, and Yemen. Following the Department’s review, immigrant visa (IV) applicants who were previously refused due to either P.P. 9645 or 9983 and were determined not to qualify for a waiver before January 20, 2020, may reapply for a visa by submitting a new visa application (DS-260) and paying a new visa application processing fee. In the alternative, IV applicants refused due to either P.P. 9645 or 9983 who were determined not to qualify for a waiver on or after January 20, 2020, may request their local embassy or consulate to reconsider their case within one year of the date of their waiver refusal without submitting a new application or paying a new visa application processing fee, consistent with Department regulations. IV applicants who were refused due to either P.P. 9645 or 9983 and whose eligibility for a waiver was still being evaluated as of January 20, 2021, will continue to have their applications processed. Embassies and consulates are prioritizing the adjudication of applications for those individuals who, as of January 20, 2021, were awaiting an outcome from the P.P."
,,visa interview waiver policy changes,2,0.031498,"POTUS issues Presidential Proclamation, removing Chad from Travel Ban","[""Bureau of Consular Affairs""]","[""Visitor"", ""Unspecified/Other""]","2. Resumption of Visa Processing and Clearing the Backlog of Cases in Waiver Processing. (a) The Secretary of State shall direct all Embassies and Consulates, consistent with applicable law and visa processing procedures, including any related to coronavirus disease 2019 (COVID-19), to resume visa processing in a manner consistent with the revocation of the Executive Order and Proclamations speciﬁed in section 1 of this proclamation. (b) Within 45 days of the date of this proclamation, the Secretary of State shall provide to the President a report that includes the following elements: (i) The number of visa applicants who were being considered for a waiver of restrictions under Proclamation 9645 or 9983 on the date of this proclamation and a plan for expeditiously adjudicating their pending visa applications. (ii) A proposal to ensure that individuals whose immigrant visa applications were denied on the basis of the suspension and restriction on entry imposed by Proclamation 9645 or 9983 may have their applications reconsidered. This proposal shall consider whether to reopen immigrant visa applications that were denied due to the suspension and restriction on entry imposed by Proclamation 9645 or 9983, whether it is necessary to charge an additional fee to process those visa applications, and development of a plan for the Department of State to expedite consideration of those visa applications. (iii) A plan to ensure that visa applicants are not prejudiced as a result of a previous visa denial due to the suspension and restriction on entry imposed by Proclamation 9645 or 9983 if they choose to re-apply for a visa."
,,visa interview waiver policy changes,3,0.031025,Asylum seekers given less time to prepare for credible fear interviews,"[""U.S. Citizenship and Immigration Services""]","[""Asylum, Withholding and CAT""]","The memorandum’s concluding paragraph, repeated both rationales, stating: Given the critical need [at the Southwestern border], coupled with the improvements made to the M-444[,] which makes the [credible-fear] process easier for aliens to understand, [the acting USCIS Director has] decided to reduce the timeframe for consultation to one full calendar day at both the FRCs and all other facilities. In practice, this means individuals will have longer than 24 hours to consult depending on when they arrive at the facility. Reducing the time period for consultation could lead to longer delays at a later point in the process for some cases, as USCIS may receive more frequent requests to reschedule interviews. However, USCIS is also establishing a new policy of requiring extraordinary circumstances warranting approval of a request to reschedule so that USCIS can ensure, consistent with the statute, that the consultation period does not unreasonably delay the overall process. AR 114. On July 8, 2019, USCIS updated its “Credible Fear Procedures Manual” to reflect the policy changes announced in the memorandum. AR 115–17. The updated manual notes that it is now the policy of “the Asylum Program to allow a minimum of one full calendar day to transpire between the arrival of an alien at a detention site or receipt of initial M-444 (whichever is later) and any credible[-]fear interview.” AR 117. It further states that “[i]f USCIS is prepared to proceed with the interview after the consultation period has passed, asylum offices normally will deny requests for extensions of the consultation period, ."
,,visa interview waiver policy changes,4,0.031010,"POTUS issues EO 13780, extending travel ban and instructing agencies to enhance screening of certain foreign nationals","[""Customs and Border Protection"", ""U.S. Citizenship and Immigration Services"", ""Bureau of Consular Affairs""]","[""Unspecified/Other""]","2. Resumption of Visa Processing and Clearing the Backlog of Cases in Waiver Processing. (a) The Secretary of State shall direct all Embassies and Consulates, consistent with applicable law and visa processing procedures, including any related to coronavirus disease 2019 (COVID-19), to resume visa processing in a manner consistent with the revocation of the Executive Order and Proclamations speciﬁed in section 1 of this proclamation. (b) Within 45 days of the date of this proclamation, the Secretary of State shall provide to the President a report that includes the following elements: (i) The number of visa applicants who were being considered for a waiver of restrictions under Proclamation 9645 or 9983 on the date of this proclamation and a plan for expeditiously adjudicating their pending visa applications. (ii) A proposal to ensure that individuals whose immigrant visa applications were denied on the basis of the suspension and restriction on entry imposed by Proclamation 9645 or 9983 may have their applications reconsidered. This proposal shall consider whether to reopen immigrant visa applications that were denied due to the suspension and restriction on entry imposed by Proclamation 9645 or 9983, whether it is necessary to charge an additional fee to process those visa applications, and development of a plan for the Department of State to expedite consideration of those visa applications. (iii) A plan to ensure that visa applicants are not prejudiced as a result of a previous visa denial due to the suspension and restriction on entry imposed by Proclamation 9645 or 9983 if they choose to re-apply for a visa."
,,visa interview waiver policy changes,5,0.030090,"EO 14165 § 6 directs DHS, DOS, and DOJ to resume the Migrant Protection Protocols","[""Unspecified/Other"", ""Unspecified/Other"", ""Unspecified/Other""]","[""Border"", ""Asylum, Withholding and CAT""]","Moreover, the Secretary has his own independent and significant concerns about the prior implementation of MPP, including concerns about the safety and security of those returned to Mexico, deficiencies in the non-refoulement interview process, barriers to access to counsel, and the ways in which reimplementation of MPP would divert from other Administration goals and result in significant burdens for the Department that would limit DHS’s opportunities to make other needed reforms consistent with this Administration’s policy priorities. In light of these concerns, the Secretary has decided not to resume MPP in precisely the same form as it previously existed, even if were a viable option. As an alternative, the Secretary considered a modified implementation and enforcement plan, in the manner that the Administration is planning to start doing in the coming weeks— pending an independent decision by the GOM to facilitate returns—in order to comply with the district court’s order. As the Department moves to reimplement, it is making changes to account for GOM’s concerns—changes which are designed to better protect individuals returned to Mexico and ensure, among other things, timely and accurate notice about court hearings. In addition, the Department is evaluating what changes could be made to address the issues raised in the Red Team Report, to include changes announced by the December 2020 supplementary guidance to better ensure family unity, access to counsel during non-refoulement interviews, and assessment of vulnerability."
