label,label_reason,query,rank,rrf_score,title,agencies_affected,subject_matter,full_chunk_text
,,DHS policy on administrative closure immigration court,4,0.029958,EOIR Acting Deputy Director issues guidance on the handling of classified information in EOIR proceedings,"[""Executive Office for Immigration Review""]","[""Unspecified/Other""]","EOIR Acting Deputy Director Roman Chaban issues Policy Memorandum (PM) 25-37 to ""[c]onsolidate and update EOIR policies regarding the handling of classified information in EOIR adjudicatory proceedings"" and adds OCAHO to the procedures and rules that already apply to the Immigration Courts and the BIA. To effect that consolidation, this PM rescinds, cancels, and supersedes the Office of the Chief Immigration Judge (OCIJ) Operating Policies and Procedures Memoranda (OPPM) 24-01, Classified Information in Immigration Court Proceedings, and BIA OPPM 24-01, Classified Information at the Board of Immigration Appeals. The PM incorporates most of the information contained in those two memos. The PM also makes it clear that DHS, not the IJ or the BIA, controls when evidence can be released to the respondent. Trump 2.0 [ID #2084]"
,,DHS policy on administrative closure immigration court,5,0.029857,USCIS issues final rule on public charge inadmissibility grounds,"[""U.S. Citizenship and Immigration Services""]","[""Unspecified/Other"", ""Unspecified/Other""]","U.S. Department of Homeland Security U.S. Citizenship and Immigration Services www.uscis.gov U.S. Citizenship and Immigration Services Office of the Director (MS 2000) Washington, DC 20529-2000 February 5, 2020 PA-2020-04 Policy Alert SUBJECT: Public Charge Ground of Inadmissibility Purpose U.S. Citizenship and Immigration Services (USCIS) is issuing guidance in the USCIS Policy Manual to address the Inadmissibility on Public Charge Grounds Final Rule.1 Background Under section 212(a)(4) of the Immigration and Nationality Act (INA), an alien who is likely at any time to become a public charge is inadmissible.2 USCIS published the Inadmissibility on Public Charge Grounds Final Rule on August 14, 2019, with an effective date of October 15, 2019. The Final Rule was subsequently enjoined by several federal courts. On January 27, 2020, the Supreme Court of the United States stayed the last nationwide injunction allowing the Department of Homeland Security (DHS) to implement the Final Rule everywhere except for the State of Illinois, where the Final Rule remains enjoined.3 DHS has renewed its request for a stay of the Illinois injunction from the U.S. Court of Appeals for the Seventh Circuit in light of the Supreme Court decision. The public charge inadmissibility ground and the Final Rule reflect Congress’ longstanding national immigration policy that aliens seeking to come to or remain in the United States are self-sufficient and will not rely on public benefits, as defined in the Final Rule."
,,USCIS policy changes affecting adjustment of status under INA 245(a) and 245(k),1,0.032787,USCIS updates policy on applying discretion in adjudications,[],[],"For more information on how to conduct a discretionary analysis in the context of an adjustment application, see Volume 7, Adjustment of Status, Part A, Adjustment of Status Policies and Procedures, Chapter 10, Legal Analysis and Use of Discretion [7 USCIS-PM A.10]. [^ 21] See, for example, INA 245(a) and INA 209(b). Exceptions include adjustment of status based on Nicaraguan Adjustment and Central American Relief Act of 1997 (NACARA), Title II of Pub. L. 105-100 Chapter 8 - Discretionary Analysis | USCIS https://www.uscis.gov/policy-manual/volume-1-part-e-chapter-8 12 of 18 11/13/20, 11:20 AM (PDF), 111 Stat. 2160, 2193 (November 19, 1997); refugee-based adjustment under INA 209(a)(2); adjustment of status based on Haitian Refugee Immigration Fairness Act of 1998 (HRIFA), Section 902 of Division A, Title IX of Pub. L. 105-277 (PDF), 112 Stat. 2681, 2681-538 (October 21, 1998); adjustment of status based on Liberian Refugee Immigration Fairness (LRIF) law, Section 7611 of the National Defense Authorization Act for Fiscal Year 2020, Pub. L. 116-92 (PDF) (December 20, 2019). [^ 22] See Application to Register Permanent Residence or Adjust Status (Form I-485). See INA 249. See 8 CFR 249. For more information, see Volume 7, Adjustment of Status, Part O, Registration [7 USCIS-PM O]. [^ 23] See INA 289 and 8 CFR 289. [^ 24] See Application for Waiver of Grounds of Inadmissibility (Form I-601). See Application for Provisional Unlawful Presence Waiver (Form I-601A). See Application by Refugee for Waiver of Grounds of Excludability (Form I-602)."
,,USCIS policy changes affecting adjustment of status under INA 245(a) and 245(k),2,0.031281,USCIS issues final rule on public charge inadmissibility grounds,"[""U.S. Citizenship and Immigration Services""]","[""Unspecified/Other"", ""Unspecified/Other""]","Additional information about the public charge ground of inadmissibility also remains available on the USCIS Public Charge Resources webpage. This guidance, contained in Volume 8 of the Policy Manual, is controlling and supersedes any related prior guidance on the topic. Policy Highlights • Incorporates information from the related appendices addressing applicability of the public charge ground of inadmissibility to help applicants for adjustment of status more easily identify the immigration categories to which the public charge ground of inadmissibility applies. Summary of Changes Affected Section: Volume 8 > Part G > Chapter 3 > Section B, Applicants for Adjustment of Status 1 The related appendices remain unchanged. To provide feedback on this update, email USCIS at policyfeedback@uscis.dhs.gov. PA-2023-20: Incorporating Guidance on Applicability of the Public Charge Ground of Inadmissibility Page: 2 • Revises section in its entirety, to include the addition of various tables listing the categories of adjustment of status applicants subject to the public charge ground of inadmissibility. USCIS may also make other minor technical, stylistic, and conforming changes consistent with this update. Citation Volume 8: Admissibility, Part G, Public Charge Ground of Inadmissibility, Chapter 3, Applicability [8 USCIS-PM G.3]."
,,USCIS policy changes affecting adjustment of status under INA 245(a) and 245(k),3,0.031025,EOIR issues guidance on adjustment of status eligibility for certain Liberians under the NDAA,"[""Unspecified/Other"", ""Executive Office for Immigration Review""]","[""Unspecified/Other""]","An alien shall not be eligible for adjustment of status under the new program if the Secretary determines that the alien: 1. has been convicted of any aggravated felony; 2. has been convicted of two or more crimes involving moral turpitude ( other than a purely political offense); or 3. has ordered, incited, assisted, or otherwise participated in the persecution of any person on account of race, religion, nationality, membership in a particular social group, or political opinion. Id. § 761 l(b)(3). II. Aliens Subject to Orders of Exclusion, Deportation, Removal, or Voluntary Departure An alien present in the United States who is otherwise subject to an order of exclusion, deportation, removal, or voluntary departure under any provision of the Immigration and Nationality Act (INA) may, notwithstanding the existence of such an order, submit an application for adjustment of status under this new program if the alien is otherwise eligible for adjustment of status. NDAA § 761 l(b)(4)(A). 1 No separate motion to reopen, reconsider, or vacate is required in order to apply for adjustment of status under this program. Id.§ 761 l(b)(4)(B). Accordingly, the immigration court and the Board should reject the filing of any motion that seeks to reopen, reconsider, or vacate an order of exclusion, deportation, removal, or voluntary departure solely based on a potential or pending application under the new provisions of the NDAA.2 1 The Secretary also ""shall promulgate regulations establishing procedures by which an alien who is subject to a final order of deportation, removal, or exclusion, may seek a stay of such order based on the filing of an application"" under this program."
,,USCIS policy changes affecting adjustment of status under INA 245(a) and 245(k),4,0.030798,USCIS waives COVID-19 vaccination requirement for Adjustment of Status applicants,"[""U.S. Citizenship and Immigration Services""]","[""Unspecified/Other""]","Home > Newsroom > All News > Alerts > USCIS Waives COVID-19 Vaccination Requirement for Adjustment of Status Applicants USCIS Waives COVID-19 Vaccination Requirement for Adjustment of Status Applicants Release Date : 01/22/2025 Effective Jan. 22, 2025, USCIS is waiving any and all requirements that applicants for adjustment of status to that of a lawful permanent resident present documentation on their Form I-693, Report of Immigration Medical Examination and Vaccination Record, that they received the COVID-19 vaccination. USCIS will not issue any Request for Evidence or Notice of Intent to Deny related to proving a COVID-19 vaccination. USCIS will not deny any adjustment of status application based on the applicant’s failure to present documentation that they received the COVID-19 vaccination. Last Reviewed/Updated: 01/22/2025 MENU 1/23/25, 5:41 PM USCIS Waives COVID-19 Vaccination Requirement for Adjustment of Status Applicants | USCIS https://www.uscis.gov/newsroom/alerts/uscis-waives-covid-19-vaccination-requirement-for-adjustment-of-status-applicants 1/1"
,,USCIS policy changes affecting adjustment of status under INA 245(a) and 245(k),5,0.030550,DHS Ends Automatic Extension of Employment Authorization Documents,"[""U.S. Citizenship and Immigration Services""]","[""Employment Verification"", ""Unspecified/Other""]","U.S. Citizenship and Immigration Services (USCIS) issued an interim final rule (IFR) to end the automatic 540-day extension under 8 C.F.R § 274a.13 of Form I-766 employment authorization documents (EADs) that were timely filed. Applications filed before October 30, 2025, will still receive the automatic extension. This policy applies to refugees, asylees, green-card applicants, and noncitizens applying for or granted withholding of removal, among others. The IFR does not affect automatic extension of EADs for Temporary Protected Status (TPS) beneficiaries under Immigration and Nationality Act (INA) § 244 or the validity of EADs that were automatically extended prior to October 30 or which are otherwise automatically extended by law or Federal Register notice. USCIS states the change aims to strengthen vetting and security checks, including more background checks and biometric data collection. USCIS acknowledges that this change could leave some individuals temporarily out of work. USCIS asserts that this action is consistent with EO 14159 § 16's directive to DHS to take all appropriate action to ensure EADs are issued consistent with Immigration and Nationality Act (INA) § 274A and EADs are not issued to unauthorized noncitizens. Public comments must be received on or before December 1, 2025. Trump 2.0 [ID #2037]"
,,evolution of visa bulletin movement and retrogression policy since 2015,1,0.032522,"POTUS issues Presidential Proclamation 9983, adding six new countries to Travel Ban","[""Customs and Border Protection"", ""U.S. Citizenship and Immigration Services"", ""Bureau of Consular Affairs""]","[""Unspecified/Other""]","Embassies and Consulates have continued to provide emergency and mission-critical visa services since the beginning of the COVID-19 pandemic and will continue to do so as they are able. Applicants, including those previously denied due to P.P. 9645 or 9983, should consult the website of their nearest U.S. embassy or consulate to determine if their case qualiﬁes for expedited processing. As post-speciﬁc conditions improve, our missions will begin providing additional services, culminating eventually in a complete resumption of routine visa services. Please see here for more information on the phased resumption of visa services."
,,evolution of visa bulletin movement and retrogression policy since 2015,2,0.029762,"POTUS issues EO 13780, extending travel ban and instructing agencies to enhance screening of certain foreign nationals","[""Customs and Border Protection"", ""U.S. Citizenship and Immigration Services"", ""Bureau of Consular Affairs""]","[""Unspecified/Other""]","Presidential Documents 13209 Federal Register Vol. 82, No. 45 Thursday, March 9, 2017 Title 3— The President Executive Order 13780 of March 6, 2017 Protecting the Nation From Foreign Terrorist Entry Into the United States By the authority vested in me as President by the Constitution and the laws of the United States of America, including the Immigration and Nationality Act (INA), 8 U.S.C. 1101 et seq., and section 301 of title 3, United States Code, and to protect the Nation from terrorist activities by foreign nationals admitted to the United States, it is hereby ordered as follows: Section 1. Policy and Purpose. (a) It is the policy of the United States to protect its citizens from terrorist attacks, including those committed by foreign nationals. The screening and vetting protocols and procedures associated with the visa-issuance process and the United States Refugee Admissions Program (USRAP) play a crucial role in detecting foreign nationals who may commit, aid, or support acts of terrorism and in preventing those individuals from entering the United States. It is therefore the policy of the United States to improve the screening and vetting protocols and procedures associated with the visa-issuance process and the USRAP. (b) On January 27, 2017, to implement this policy, I issued Executive Order 13769 (Protecting the Nation from Foreign Terrorist Entry into the United States). (i) Among other actions, Executive Order 13769 suspended for 90 days the entry of certain aliens from seven countries: Iran, Iraq, Libya, Somalia, Sudan, Syria, and Yemen."
,,evolution of visa bulletin movement and retrogression policy since 2015,3,0.029274,"State Department Announces Visa Restrictions for Foreign Officials and Others ""Facilitating Illegal Migration""","[""Bureau of Consular Affairs"", ""Unspecified/Other""]","[""Unspecified/Other"", ""Unspecified/Other""]","This visa restriction policy is pursuant to Section 212(a)(3)(C) of the Immigration and Nationality Act, which Home > O!ce of the Spokesperson > Press Releases > Announcement of a Visa Restriction Policy Targeting Foreign O""cials and Others Facilitating Illegal Migration into the United States PRESS STATEMENT MARCO RUBIO, SECRETARY OF STATE MARCH 5, 2025 Announcement of a Visa Restriction Policy Targeting Foreign Officials and Others Facilitating Illegal Migration into the United States An o""cial website of the United States Government Here's how you know      ✉ POLICY ISSUES COUNTRIES & AREAS BUREAUS & OFFICES ABOUT search Newsroom Business Employees Job Seekers Students Travelers Visas White House USA.govO!ce of the Inspector General ArchivesContact Us FOLLOW US Privacy Policy Accessibility Statement Copyright Information FOIA No FEAR Act      ✉ authorizes the Secretary of State to render inadmissible any alien whose entry into the Unites States “would have potentially serious adverse foreign policy consequences for the United States.” Certain family members may also be covered by these restrictions. Bureau of Consular A!airs O""ce of the Spokesperson The Secretary of State TAGS"
,,evolution of visa bulletin movement and retrogression policy since 2015,4,0.028790,EOIR Director issues guidance to restrict continuances,"[""Executive Office for Immigration Review""]","[""Unspecified/Other""]","2018). To the extent they are consistent with Matter of L-A-B-R, the following principles may also apply in specific cases: o Potential visa availability that is “too remote” does not establish good cause for a continuance. Matter of L-A-B-R-, 27 I&N Dec. at 418 (“good cause does not exist if the alien's visa priority date is too remote to raise the prospect of adjustment of status above the speculative level”); accord Matter of Quintero, 18 I&N Dec. 348, 350 (BIA 1982) (“In any case, the fact that the respondent has an approved visa petition does not entitle him to delay the completion of deportation proceedings pending availability of a visa number.”), aff’d sub nom. Quintero-Martinez v. INS, 745 F.2d 67 (9th Cir. 1984). o Under well-established precedent from the Board of Immigration Appeals (Board), a request for deferred action by DHS does not support an adjournment of proceedings. Matter of Quintero, 18 I&N Dec. at 350 (“Furthermore, since the respondent can request deferred action status at any stage in the proceedings, the immigration judge did not err in refusing to adjourn the hearing to allow him to pursue that relief.”). o Aliens who are prima facie eligible for an 1-751 waiver, including as a matter of discretion, should generally have their cases continued while that waiver application is pending with DHS. Matter of Stowers, 22 I&N Dec. 605 (BIA 1999). o Cases in which a confirmed unaccompanied alien child (UAC) has filed an asylum application with DHS must be continued while that application is pending adjudication with DHS because DHS has initial jurisdiction over such applications."
,,evolution of visa bulletin movement and retrogression policy since 2015,5,0.028787,"POTUS issues Presidential Proclamation, removing Chad from Travel Ban","[""Bureau of Consular Affairs""]","[""Visitor"", ""Unspecified/Other""]","(b) The initial report required under subsection (a) of this section shall be submitted within 180 days of the date of this proclamation; the second report shall be submitted within 270 days of the first report; and reports shall be submitted annually thereaxer. (c) The agency heads identified in subsection (a) of this section shall coordinate any policy developments associated with the reports described in subsection (a) of this section through the appropriate Assistants to the President. Sec. 6. Enforcement. (a) The Secretary of State and the Secretary of Homeland Security shall consult with appropriate domestic and international partners, including countries and organizations, to ensure ewicient, ewective, and appropriate implementation of this proclamation. (b) In implementing this proclamation, the Secretary of State and the Secretary of Homeland Security shall comply with all applicable laws and regulations, including those that provide an opportunity for individuals to enter the United States on the basis of a credible claim of fear of persecution or torture. (c) No immigrant or nonimmigrant visa issued before the applicable ewective date under section 7 of this proclamation shall be revoked pursuant to this proclamation. (d) Any individual whose visa was marked revoked or marked canceled as a result of Executive Order 13769 of January 27, 2017 (Protecting the Nation from Foreign Terrorist Entry into the United States), shall be entitled to a travel document confirming that the individual is permitted to travel to the United States and seek entry under the terms and conditions of the"
,,litigation impacting public charge inadmissibility rule enforcement timeline,1,0.032787,USCIS issues final rule on public charge inadmissibility grounds,"[""U.S. Citizenship and Immigration Services""]","[""Unspecified/Other"", ""Unspecified/Other""]","The rule also makes nonimmigrant aliens who have received certain public benefits above a specific threshold generally ineligible for extension of stay and change of status. “For over a century, the public charge ground of inadmissibility has been part of our nation’s immigration laws. President Trump has delivered on his promise to the American people to enforce long-standing immigration law by defining the public charge inadmissibility ground that has been on the books for years,” said USCIS Acting Director Ken Cuccinelli. “Throughout our history, self-suﬀiciency has been a core tenet of the American dream. Self-reliance, industriousness, and perseverance laid the foundation of our nation and have defined generations of hardworking immigrants seeking opportunity in the United States ever since. Through the enforcement of the public charge inadmissibility law, we will promote these longstanding ideals and immigrant success.” DHS has revised the definition of “public charge” to incorporate consideration of more kinds of public benefits received, which the Department believes will better ensure that applicants subject to the public charge inadmissibility ground are self-suﬀicient. The rule defines the term “public charge” to mean an individual who receives one or more designated public benefits for more than 12 months, in the aggregate, within any 36-month period (such that, for instance, receipt of two benefits in one month counts as two months). The rule further defines the term “public benefit” to include any cash benefits for income maintenance, Supplemental Security Income (SSI), Temporary Assistance to Needy Families (TANF), Supplemental Nutritional Assistance Program (SNAP), most forms of Medicaid, and certain housing programs."
,,litigation impacting public charge inadmissibility rule enforcement timeline,2,0.031281,State Department orders resettlement agencies to stop funded work supporting refugees currently in the U.S.,"[""Unspecified/Other""]","[""Refugees"", ""Unspecified/Other""]","Provide reporting to the Court (in accordance with the reporting timeline outlined below—i.e., three days after the deadline for compliance) regarding the total number of these individuals and the timeline for their admission. Given that the Government has already begun to admit some Injunction-Protected Refugees, such admissions should proceed immediately and with haste. g. Develop a comprehensive plan, including a detailed timeline, to renew the travel clearances, including security and medical authorizations, of all Injunction-Protected Refugees whose clearances have lapsed since January 20. This comprehensive plan may include a combination of measures, including: extending existing clearances where possible; arranging new screening appointments where formal extensions are not possible; authorizing applicants to arrange their own medical screenings; and facilitating expedited treatment from security vetting agencies. The Government must submit this plan to the Court in accordance with the reporting timeline outlined below (i.e., three days after the deadline for compliance). Case 2:25-cv-00255-JNW Document 119 Filed 05/05/25 Page 8 of 14 COMPLIANCE FRAMEWORK ORDER - 9 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 (2) The Government must take the following measures within FOURTEEN (14) days of this Order: a. Notify all Injunction-Protected Refugees of this Order and that the Government will resume processing their cases in accordance with this Order. b. Restore funding to RSCs as needed to ensure that the cases of all Injunction-Protected Refugees can be processed."
,,litigation impacting public charge inadmissibility rule enforcement timeline,3,0.031258,HHS issues notice excluding undocumented immigrants from additional federal benefits,"[""Unspecified/Other""]","[""Unspecified/Other""]","Plaintiff the District of Columbia is a municipal corporation organized under the Constitution of the United States. It is empowered to sue and be sued, and it is the local government for the territory constituting the permanent seat of the federal government. The District is represented by and through its chief legal officer, Attorney General Brian L. Schwalb. The Attorney General has general charge and conduct of all legal business of the District and all suits initiated by and against the District and is responsible for upholding the public interest. D.C. Code. § 1-301.81. 24. Plaintiff State of Hawai‘i, represented by and through its Attorney General Anne Lopez, is a sovereign state of the United States of America. The Attorney General is Hawaii’s chief legal officer and chief law enforcement officer and is authorized by Hawaii Revised Statues § 28-1 to pursue this action. 25. Plaintiff State of Illinois is a sovereign state in the United States of America. Illinois is represented by Kwame Raoul, the Attorney General of Illinois, who is the chief law enforcement officer of Illinois and authorized to sue on the State’s behalf. Under Illinois law, the Attorney General is authorized to represent the State’s interests by the Illinois Constitution, article V, section 15. See 15 Ill. Comp. Stat. 205/4. 26. Plaintiff State of Maine is a sovereign state of the United States of America. Maine is represented by Aaron M. Frey, the Attorney General of Maine. The Attorney General is authorized to pursue this action pursuant to Me."
,,litigation impacting public charge inadmissibility rule enforcement timeline,4,0.030579,"EO 14165 § 7(b) directs termination of ""categorical parole programs"" including CHNV Parole Processes","[""Customs and Border Protection"", ""U.S. Citizenship and Immigration Services"", ""Unspecified/Other""]","[""Unspecified/Other""]","This means it is generally unlawful to parole into the United States aliens with pending applications for refugee status filed abroad, and aliens found to have prima facie asylum claims who are being allowed into the United States to await adjudication of those claims. The sole exception to this bar is when the Secretary of DHS determines that compelling reasons in the public interest with respect to that particular alien require that the alien be paroled into the United States rather than admitted as a refugee. It is evident that many current DHS policies and practices governing parole are inconsistent with the statute. Therefore, I order the following: (1) Within sixty (60) days of the date of this order, the Director of U.S. Immigration and Customs Enforcement; the Commissioner of U.S. Customs and Border Protection; and the Director of U.S. Citizenship and Immigration Services are directed to: a. Compile a list of all instructions, policies, procedures, rules, and regulations pertaining to parole; b. Review all such instructions, policies, procedures, rules, and regulations and determine, in consultation with the DHS General Counsel, which are not strictly in accord with the text and structure of 8 U.S.C. § 1182(d)(5); c. Formulate a plan for phasing out any such instructions, policies, procedures, rules, and regulations, accompanied by a proposal and timeline for any necessary public notices to be published pursuant to the terms of the Administrative Procedure Act or any other applicable law; d."
,,litigation impacting public charge inadmissibility rule enforcement timeline,5,0.029643,President issues memoranda targeting immigration lawyers with sanctions for alleged misconduct,"[""Unspecified/Other"", ""Unspecified/Other""]","[""Unspecified/Other""]","President Trump issued a memorandum instructing the Attorney General and the Secretary of Homeland Security to enforce attorney conduct rules, with an emphasis on Rule 11 of the Federal Rules of Civil Procedure and Rule 3.1 of the Model Rules of Professional Conduct. These regulations prohibit unethical practices, including the filing of frivolous lawsuits. The directive calls for sanctions in such cases, particularly those impacting national security, public safety, or elections, and requires disciplinary measures against attorneys who violate these standards. It also mandates a review of past legal actions for potential misconduct and accuses the immigration bar and law firms' pro bono legal practices of coaching asylum applicants to mislead immigration authorities and courts into granting unwarranted relief harming national security. [Trump 2.0 ID #1640]"
,,DHS and DOS coordination policies for consular processing during COVID,1,0.031754,"EO 14165 § 6 directs DHS, DOS, and DOJ to resume the Migrant Protection Protocols","[""Unspecified/Other"", ""Unspecified/Other"", ""Unspecified/Other""]","[""Border"", ""Asylum, Withholding and CAT""]","21, 2021, https://www.dhs.gov/publication/metrics-and-measures. 24 DHS Office of Immigration Statistics analysis of U.S. CBP administrative records. In March 2020, the U.S. Centers for Disease Control and Prevention (CDC) issued a public health order under 42 U.S.C. §§ 265 and 268 to prevent the spread of COVID-19 in CBP holding facilities and in the United States. 85 Fed. Reg. 16,559 (Mar. 24, 2020). The Order temporarily suspending the introduction of certain persons into the United States from countries where a communicable disease exists. Id. In August 2021, CDC issued a new Order, which replaced, reaffirmed, and superseded the previous Orders. See 86 Fed. Reg. 42,828 (Aug. 5, 2021). 25 Memorandum from Kevin McAleenan, Acting Sec’y of Homeland Sec., Review of Migrant Protection Protocols Policy and Implementation (June 12, 2019). 26 Id. Working under the oversight of the Acting Deputy Secretary of Homeland Security, the Red Team was composed of individuals from the Offices of Privacy, Management, Civil Rights and Civil Liberties, and the Coast Guard. 27 DHS Office of Operations Coordination, The Migrant Protection Protocols Red Team Report (Oct. 25, 2019) [hereinafter Red Team Report]. 28 Id. at 4. 7 with respect to information provided to migrants upon initial screening and processing; the need for better access to counsel and better mechanisms for communication with counsel; the need to ensure better non-refoulement protections;29 the need for safe housing and protections for those returned to Mexico; and the need for administrative and logistical improvements, including the establishment of measures of effectiveness and better mechanisms for the sharing of key information between migrants and relevant government agencies."
,,DHS and DOS coordination policies for consular processing during COVID,2,0.031054,"POTUS issues Presidential Proclamation 9983, adding six new countries to Travel Ban","[""Customs and Border Protection"", ""U.S. Citizenship and Immigration Services"", ""Bureau of Consular Affairs""]","[""Unspecified/Other""]","9645 or 9983 and were determined not to qualify for a waiver before January 20, 2020, must submit a new visa application (DS-260) and pay a new visa application processing fee. IV applicants refused due to either P.P. 9645 or 9983 and whose eligibility for a waiver was still being evaluated, or who were determined not to qualify for a waiver within one year of January 20, 2021, and who also request their local embassy or consulate to resume processing on their case within one year of January 20, 2021 may be able to resume processing of their case without submitting a new application or paying a new visa application processing fee. Embassies and consulates will prioritize the adjudication of applications for those Rescission of Presidential Proclamations 9645 and 9983 https://travel.state.gov/content/travel/en/News/visas-news/rescission-... 2 of 3 1/31/21, 12:42 PM (DS-160) and pay a new visa application processing fee if they wish to reapply for a visa. Pursuant to President Biden’s proclamation, the Department can immediately process visa applications for individuals from the affected countries. Please note that the rescission of P.P.s 9645 and 9983 does not necessarily mean that your local U.S. embassy or consulate is able to immediately schedule all affected applicants for visa interviews. The resumption of routine visa services during the ongoing COVID-19 pandemic, prioritized after services to U.S. citizens, will occur on a post-by-post basis, consistent with the Department’s guidance for safely returning our workforce to Department facilities. U.S."
,,DHS and DOS coordination policies for consular processing during COVID,3,0.030282,"POTUS issues Presidential Proclamation, removing Chad from Travel Ban","[""Bureau of Consular Affairs""]","[""Visitor"", ""Unspecified/Other""]","(a) The Secretary of Homeland Security, in coordination with the Secretary of State, the Attorney General, the Director of National Intelligence, and other appropriate heads of agencies shall submit periodic reports to the President, through appropriate Assistants to the President, that: (i) describe the steps the United States Government has taken to improve vetting for nationals of all foreign countries, including through improved collection of biometric and 11/7/2018 Presidential Proclamation Enhancing Vetting Capabilities and Processes for Detecting Attempted Entry Into the United States by Terrorists or Other Pub… https://www.whitehouse.gov/presidential-actions/presidential-proclamation-enhancing-vetting-capabilities-processes-detecting-attempted-entry-united-states-terrori… 17/20 biographic data; (ii) describe the scope and magnitude of fraud, errors, false information, and unverifiable claims, as determined by the Secretary of Homeland Security on the basis of a validation study, made in applications for immigration benefits under the immigration laws; and (iii) evaluate the procedures related to screening and vetting established by the Department of State’s Bureau of Consular Awairs in order to enhance the safety and security of the United States and to ensure suwicient review of applications for immigration benefits. (b) The initial report required under subsection (a) of this section shall be submitted within 180 days of the date of this proclamation; the second report shall be submitted within 270 days of the first report; and reports shall be submitted annually thereaxer."
