label,label_reason,query,rank,rrf_score,title,agencies_affected,subject_matter,full_chunk_text
,,changes to H1B lottery selection process rule,4,0.030550,USCIS allows processing of H-2A petitions for unnamed beneficiaries prior to labor certification approval,[],[],"47507 1 As of March 1, 2003, in accordance with section 1517 of Title XV of the Homeland Security Act of 2002 (HSA), Public Law 107–296, 116 Stat. 2135, any reference to the Attorney General in a provision Continued nomination cycle. If a handler handles cherries in more than one district, that handler may select in which district he or she wishes to participate in the nominations and election process and shall notify the Secretary or the Board of such selection. A handler may not participate in the nominations process in one district and the elections process in a second district in the same election cycle. If a person is a grower and a grower-handler only because some or all of his or her cherries were custom packed, but he or she does not own or lease and operate a processing facility, such person may vote only as a grower. For the duration of a handler’s term on the Board, the sales constituency affiliation for said handler will be the affiliation at the time of nomination. * * * * * (7) After the appointment of the initial Board, the Secretary or the Board shall announce at least 180 days in advance when a Board member’s term is expiring and shall solicit nominations for that position in the manner described in this section. Nominations for such position should be submitted to the Secretary or the Board not less than 60 days prior to the expiration of such term. (c) * * * (3) * * * (ii) To be seated as a handler representative in any district, the successful candidate must receive the support of handler(s) that handled a combined total of no less than five percent (5%) of the previous three-year average production handled in the district; Provided, that this paragraph shall not apply if its application would result in a sales constituency conflict as provided in § 930.20(i)."
,,changes to H1B lottery selection process rule,5,0.028595,USCIS issues final rule on public charge inadmissibility grounds,"[""U.S. Citizenship and Immigration Services""]","[""Unspecified/Other"", ""Unspecified/Other""]","Public Charge USCIS is no longer applying the August 2019 Public Charge Final Rule. As a consequence, among other changes, USCIS will apply the public charge inadmissibility statute consistent with the 1999 Interim Field Guidance. In other words, USCIS is not considering an applicant’s receipt of Medicaid (except for long-term institutionalization at the government’s expense), public housing, or Supplemental Nutrition Assistance Program (SNAP) benefits as part of the public charge inadmissibility determination. Background On Nov. 2, 2020, the U.S. District Court for the Northern District of Illinois vacated the Inadmissibility on Public Charge Grounds final rule (84 Fed. Reg. 41,292 (Aug. 14, 2019)), as amended by Inadmissibility on Public Charge Grounds; Correction, 84 Fed. Reg. 52,357 (Oct. 2, 2019) (Public Charge Final Rule) nationwide. That decision was stayed by the U.S. Court of Appeals for the Seventh Circuit. On March 9, 2021, the Seventh Circuit lifted its stay and the U.S. District Court for the Northern District of Illinois’ order vacating the Public Charge Final Rule went into effect. When the vacatur went into effect, USCIS immediately stopped applying the Public Charge Final Rule to all pending applications and petitions that would have been subject to the rule. USCIS continues to apply the public charge inadmissibility statute, including consideration of the statutory minimum factors in the totality of the circumstances, in accordance with the 1999 Interim Field Guidance that was in place before the Public Charge Final Rule was implemented."
,,USCIS public charge inadmissibility policy guidance updates,1,0.032787,USCIS issues final rule on public charge inadmissibility grounds,"[""U.S. Citizenship and Immigration Services""]","[""Unspecified/Other"", ""Unspecified/Other""]","The public charge inadmissibility ground and the Final Rule reflect Congress’ longstanding national immigration policy that aliens seeking to come to or remain in the United States are self-sufficient and will not rely on public benefits, as defined in the Final Rule. The accompanying Policy Manual guidance, contained in Volumes 2, 8, and 12, incorporates the Final Rule and replaces the previous guidance found in Chapters 40.4 and 61.1 of the Adjudicator’s Field Manual (AFM), and related appendices.4 The new guidance contained in the Policy Manual is controlling and supersedes any prior guidance on the topic. The new guidance is effective as of February 24, 2020, and applies to all applications and petitions postmarked on or after February 24, 2020.5 1 See 84 FR 41292 (Aug. 14, 2019). 2 See INA 212(a)(4). 3 See DHS v. New York, 589 U.S. __ (2020). 4 USCIS is also making minor technical updates in other Policy Manual parts consistent with this update. 5 For applications and petitions that are sent by commercial courier (for example, UPS, FedEx, or DHL), the postmark date is the date reflected on the courier receipt. This new policy guidance does not apply to applicants or petitioners in the State of Illinois whose cases will be adjudicated under prior policy, including the 1999 Interim Field Guidance, 64 FR 28689 (Mar. 26, 1999), and AFM 61.1. For additional information, see Public Charge Inadmissibility www.uscis.gov PA-2020-04: Public Charge Ground of Inadmissibility Page: 2 USCIS will not consider the application for, certification or approval to receive, or receipt of certain previously excluded non-cash public benefits (such as SNAP, most forms of Medicaid, and public housing) before February 24, 2020."
,,USCIS public charge inadmissibility policy guidance updates,2,0.032258,USCIS updates policy on applying discretion in adjudications,[],[],"For benefits involving discretion, a discretionary analysis is a separate component of the adjudication of the benefit request; it is typically assessed at the end of the review, after an officer has determined that the requestor meets all other applicable eligibility requirements.3 This guidance, contained in Volumes 1 and 10 of the Policy Manual, incorporates and replaces Chapter 10.15 of the Adjudicator’s Field Manual (AFM), as well as the AFM’s related appendices, and related policy memoranda.4 The guidance contained in the Policy Manual is controlling and supersedes any related prior guidance on the topic. 1 See “Proclamation Suspending Entry of Aliens Who Present a Risk to the U.S. Labor Market Following the Coronavirus Outbreak.” 2 See INA 291. 3 See, for example, INA 245(a): “The status of an alien who was inspected and admitted or paroled into the United States . . . may be adjusted by the Attorney General, in his discretion and under such regulations as he may prescribe, to that of an alien lawfully admitted for permanent residence if . . . .” 4 USCIS is also making minor technical updates in other Policy Manual parts consistent with this update. AILA Doc. No. 20071531. (Posted 7/15/20) www.uscis.gov PA-2020-10: Applying Discretion in USCIS Adjudications Page: 2 Policy Highlights • Provides an overview and general goals of the discretionary analysis, including the appropriate scope of discretion. • Provides non-exhaustive lists of discretionary factors that officers should consider on a case­ by-case basis."
,,USCIS public charge inadmissibility policy guidance updates,3,0.031498,USCIS issues guidance on derogatory information unknown to the benefit requestor,"[""U.S. Citizenship and Immigration Services""]","[""Unspecified/Other"", ""Unspecified/Other"", ""Unspecified/Other""]","USCIS, which caused USCIS to review its method of disclosure and consider situations where USCIS may release copies of source documents containing derogatory information.2 However, USCIS may not be able to release source documents or disclose detailed descriptions of all information due to informationsharing limitations, such as classified information, information subject to agreements with agencies that own the information, and information protected by confidentiality and privacy laws. Therefore, USCIS is now updating policy guidance to explain its approach to disclosing derogatory information and promote consistency across operations. This guidance, contained in Volume 1 of the Policy Manual, is effective immediately and applies to benefit requests pending or filed on or after the publication date. The guidance contained in the Policy Manual is controlling and supersedes any related prior guidance. 1 See 8 CFR 103.2(b)(16)(i). 2 See Zerezghi v. USCIS, 955 F.3d 802, 810 (9th Cir. 2020). Zerezghi provided that USCIS should provide the petitioner with “specific, rebuttable details” or the “underlying document” when USCIS intends to deny a Petition for Alien Relative (Form I-130) based on derogatory information of which the petitioner is unaware. PA-2025-09: Derogatory Information Unknown to the Benefit Requestor Page: 2 Policy Highlights • Explains that when USCIS intends to make an adverse decision based on derogatory information of which a benefit requestor appears to be unaware, USCIS generally discloses the information in a detailed description, if permissible."
,,USCIS public charge inadmissibility policy guidance updates,4,0.029469,"EO 14165 § 6 directs DHS, DOS, and DOJ to resume the Migrant Protection Protocols","[""Unspecified/Other"", ""Unspecified/Other"", ""Unspecified/Other""]","[""Border"", ""Asylum, Withholding and CAT""]","2020). Previously retained counsel were permitted to participate in non-refoulement interviews conducted at Immigration Hearing Facilities (IHFs) in Laredo and Brownsville as of December 2019 and within the Ninth Circuit in January 2020. Supplemental guidance issued in December 2020 expanded this access to counsel to all MPP locations and required DHS to ensure the ability of retained counsel to participate telephonically in USCIS’ MPP non-refoulement assessments, but only “where it does not delay the interview, or is required by court order.” Supplemental Policy Guidance for Implementation of the Migrant Protection Protocols, supra note 30, at 1-2. 15 Fourth, in practice, there were multiple challenges and inconsistencies in the implementation of non-refoulement screenings. The Red Team Report emphasized the need for standard operating procedures to ensure consistency and address problems such as the use of a “pre-screening process” by CBP personnel at some locations that “preempt[ed] or prevent[ed]” USCIS from ever having cases referred for a determination.65 The report additionally noted that some CBP officials “pressure[d] USCIS to arrive at negative outcomes when interviewing migrants on their claim of fear of persecution or torture.”66 Moreover, throughout the use of MPP, more than 2,500 individuals raised fear claims at multiple points in this process, leading to multiple screenings for those individuals during the pendency of their cases.67 These kinds of unproductive, redundant screenings are a drain on resources that may be more likely to occur in MPP as individuals are returned to Mexico multiple times over the pendency of a single removal proceeding, often to unsafe conditions."
,,USCIS public charge inadmissibility policy guidance updates,5,0.029010,ORR requires Director-level authorization of custodial releases of certain unaccompanied children,"[""Office of Refugee Resettlement""]","[""Detention"", ""Interior"", ""Minors""]","3.4.1 Health Care Eligibility & General Standards 5/11/15 Posted Date: 1/8/2024; Effective Date: 1/15/2024 - Updates to address Medicaid and CHIP eligibility for classes of children, and the process by which care providers should enroll eligible children for Medicaid and CHIP benefits. 3.4.2 Initial Medical and Dental Examinations and Follow-up Care 1/24/16 1/24/16 - Updates to reflect current practices; no changes to actual services Posted Date: 1/8/2024; Effective Date: 1/15/2024 - Updates to dental policies to align with UC MAP provisions. 3.4.3 Requests for Healthcare Services, including Serious 8/4/21 8/4/2021 — Added reference to the Policy Memorandum: Medical Services Requiring Heightened ORR Involvement. Medical Services Requiring Heightened ORR Involvement Posted Date: 1/8/2024; Effective Date: 1/15/2024 - Updates regarding response times for non-emergency medical concerns from 24-48 hours to conducting triage within two hours and steps for completing te Serious Medical Procedure Request form. 3.4.4 Medication Administration & Management 5/11/15 9/12/15 - Removed requirement that care providers must report all medication errors to ORR. 3.4.5 Responding to Medical Emergencies 5/11/15 8/4/2021 — Added reference to the Policy Memorandum: Medical Services Requiring Heightened ORR Involvement. 08/02/23 - Updated definition of Medical Emergency 3.4.6 Management of Communicable Diseases 5/11/15 Not Applicable 3.4.7 Maintaining Health Care Records & Confidentiality 5/11/15 8/4/2021 — Added reference to the Policy Memorandum: Medical Services Requiring Heightened ORR Involvement."
,,changes to premium processing eligibility expansion,1,0.031545,HHS issues final rule making DACA recipients ineligible for ACA health coverage,"[""Unspecified/Other""]","[""DACA""]","Colorado provides premium and cost-sharing subsidies to individuals earning up to 300 percent of the Federal poverty level (FPL) who are otherwise ineligible for Federal premium subsidies, including undocumented individuals. Under New York’s section 1332 waiver, some immigrants with household incomes up to 200 percent of FPL, including DACA recipients, will be eligible for coverage under the State’s Essential Plan (EP) Expansion plan. Beginning August 1, 2024 DACA recipients with incomes up to 250 percent of FPL will also be eligible for coverage under the State’s EP Expansion. For more information on the Colorado, Washington, and New York section 1332 waivers, see https://www.cms.gov/marketplace/ states/section-1332-state-innovation-waivers. 3 42 U.S.C. 18032(f)(3). 4 26 U.S.C. 36B(e)(2). 5 42 U.S.C. 18082(d). 6 42 U.S.C. 18071(e). 7 42 U.S.C. 18051(e). 8 42 U.S.C. 18001(d)(1). 9 42 U.S.C. 18032(f)(3), 42 U.S.C. 18071(e)(2). 10 42 U.S.C. 18081(c)(2)(B). 11 42 CFR. § 600.5. 12 45 CFR 155.305(f)(1)(ii)(A) and (g)(1)(i)(A). DEPARTMENT OF HEALTH AND HUMAN SERVICES Centers for Medicare & Medicaid Services 42 CFR Parts 435, 457, and 600 Office of the Secretary 45 CFR Parts 152 and 155 [CMS–9894–F] RIN 0938–AV23 Clarifying the Eligibility of Deferred Action for Childhood Arrivals (DACA) Recipients and Certain Other Noncitizens for a Qualified Health Plan through an Exchange, Advance Payments of the Premium Tax Credit, Cost-Sharing Reductions, and a Basic Health Program AGENCY: Centers for Medicare & Medicaid Services (CMS), Department of Health and Human Services (HHS)."
,,changes to premium processing eligibility expansion,2,0.031498,ORR requires Director-level authorization of custodial releases of certain unaccompanied children,"[""Office of Refugee Resettlement""]","[""Detention"", ""Interior"", ""Minors""]","If there are no safety concerns, providers may conduct subsequent engagements either in-person or virtually, but must complete an in-person home visit at least two times before case closure. For engagements that are required to be in-person, PRS providers may request approval on a case-by-case basis from ORR to conduct the engagement virtually in the event of exceptional circumstances where conducting the engagement virtually would be in the best interest of the child. 10/6/23, Effective 1/1/24 — Updated to reflect PRS expansion. Renamed the section from “Levels of Post Release Services.” Updated guidance and moved into Sections 6.2 PRS Service Provision Policies, 6.2.3 Assessments, 6.4 Level Two (2) PRS — Case Management Services, and 6.5 Level Three (3) PRS — Intensive In-Home Engagements. 6.2.2 Prioritization of Services 9/11/17 10/6/23, Effective 1/1/24 — Updated to reflect PRS expansion. Renamed the section from “Post Release Service Areas.” Updated service areas and moved to Sections 6.2.5-6.2.13. Incorporated reporting guidance into Sections 6.3-6.6 and 6.8 Records and Reporting. 6.2.3 Assessments 9/5/18 10/6/23, Effective 1/1/24 — Updated to reflect PRS expansion. Renamed the section from “Timeframe for Post Release Services.” Incorporated timeframe guidance into Sections 6.3-6.6. 6.2.4 Assessing Risk and Protective Factors in Children 7/12/16 10/6/23, Effective 1/1/24 — Updated to reflect PRS expansion. Renamed the section from “Post Release Service Providers: Case Reporting.” Incorporated reporting guidance into Section 6.8 Records and Reporting."
,,changes to premium processing eligibility expansion,3,0.031099,HHS issues notice excluding undocumented immigrants from additional federal benefits,"[""Unspecified/Other""]","[""Unspecified/Other""]","48 at 42.) The Court sees four main types of irreparable harm: (1) harm arising from the incompatibility between verification requirements and emergency services; (2) harm arising to the individuals whose access to programs are cut-off based on an unlawful expansion of PRWORA; (3) harm arising from the immediate nature of the Notices; (4) harm arising from the costs of compliance. Each is sufficient. First, the States make a compelling argument that the PRWORA verification program is not fundamentally compatible with the emergency services offered by many of the now-covered programs, constituting a form of irreparable harm. Recall, for instance, the declarations cited at the start of the opinion. See ECF No. 4-46 ¶ 38 (“Worse still, the population served primarily by PATH funding, which includes a Case 1:25-cv-00345-MSM-PAS Document 64 Filed 09/10/25 Page 49 of 60 PageID #: 1772 50 significant portion of unhoused individuals (including veterans, victims of domestic violence, and individuals with chronic health disorders), are highly unlikely to have access to documentation now necessary to prove their eligibility as of July 14, 2025.”); No. 4-55 ¶ 14 (“People going to access a soup kitchen or a food bank would have to produce I.D. to get inside, regardless of immigration status. The result is that fewer people will get critical anti-poverty resources due to immigrant communities avoiding services but also because, generally, people living in poverty may at times lack government identification.”); No."
,,changes to premium processing eligibility expansion,4,0.029643,EOIR and USCIS issue communicable-disease security bars to asylum and withholding eligibility,"[""Customs and Border Protection"", ""U.S. Citizenship and Immigration Services"", ""Unspecified/Other"", ""Executive Office for Immigration Review""]","[""Asylum, Withholding and CAT""]","6/14/2021 https://www.reginfo.gov/public/do/eAgendaViewRule?pubId=202104&RIN=1615-AC69&operation=OPERATION_PRINT_RULE https://www.reginfo.gov/public/do/eAgendaViewRule?pubId=202104&RIN=1615-AC69&operation=OPERATION_PRINT_RULE 1/1 RIN Data DHS/USCIS RIN: 1615-AC69 Publication ID: Spring 2021 Title: ●Bars to Asylum Eligibility and Procedures Abstract: In 2020, the Department of Homeland Security and Department of Justice (collectively, the Departments) published final rules amending their respective regulations governing bars to asylum eligibility and procedures, including the Procedures for Asylum and Bars to Asylum Eligibility, (RINs 1125-AA87 and 1116-AC41), 85 FR 67202 (Oct. 21, 2020), Asylum Eligibility and Procedural Modifications, (RINs 1125-AA91 and 1615AC44), 85 FR 82260 (Dec. 17, 2020) and Security Bars and Processing, (RINs 1125-AB08 and 1615-AC57), 85 FR 84160, (Dec. 23, 2020) final rules. The Departments propose to modify or rescind the regulatory changes promulgated in these three final rules consistent with Executive Order 14010 (Feb. 2, 2021). Agency: Department of Homeland Security(DHS) Priority: Other Significant RIN Status: First time published in the Unified Agenda Agenda Stage of Rulemaking: Proposed Rule Stage Major: Undetermined Unfunded Mandates: No CFR Citation: 8 CFR 208 8 CFR 235 8 CFR 1003 8 CFR 1208 8 CFR 1235 Legal Authority: Homeland Security Act of 2002, Pub. L. 107-296, 116 Stat. 2135, sec. 1102, as amended 8 U.S.C. 1103(a)(1) 8 U.S.C. 1103(a)(3) 8 U.S.C."
,,changes to premium processing eligibility expansion,5,0.028850,"DOS proposes revisions to Form DS-2019, Certificate of Eligibility for J-1 Status","[""Bureau of Consular Affairs""]","[""Visitor""]","DOS announces that the following information collection has been submitted to OMB for review and approval and that a 30-day notice and comment period has been provided on proposed revisions to Form DS-2019, Certificate of Eligibility for Exchange Visitor (J-1) Status. Comments are due Nov. 25, 2020. Minor changes have been made to the wording in the 212(e) section entitled Signature of Responsible Officer or Alternate Responsible Officer. This form is used by potential Exchange Visitor Program participants to request J-visas at U.S. Embassies and Consulates abroad [ID #1126]"
,,consular processing shutdown and reopening policy timeline,1,0.031498,Asylum seekers given less time to prepare for credible fear interviews,"[""U.S. Citizenship and Immigration Services""]","[""Asylum, Withholding and CAT""]","REPORTING TO YOU Immigrant Asylum-Seekers May Get Less Time To Prepare Their Cases Under A New Trump Administration Rule Critics say it's just the latest Trump administration attempt to make the process of applying for asylum harder for immigrants. By Hamed Aleaziz Posted on July 9, 2019, at 2:51 p.m. ET Families seeing asylum slip through through the US–Mexico border fence. Megan Jelinger / Sipa USA via AP The Trump administration is attempting to speed up initial screenings of immigrants seeking asylum, a move that advocates say will give immigrants less time to prepare for their interviews or recover from dangerous journeys. Immigrant Asylum-Seekers May Get Less Time To Prepare Asylum ofﬁcers have had to wait at least 48 hours after an immigrant has been detained for crossing into the US to interview them and hear their case. However, under a new directive implemented by US Citizenship and Immigration Services Acting Director Ken Cuccinelli, that window has been reduced to one calendar day, according to a policy change released to staffers on Monday and obtained by BuzzFeed News. The policy is also the latest in a string of maneuvers pushed by the Trump administration — and Cuccinelli — that advocates believe is aimed at restricting asylum. “This is another way to limit the process — that will lead to fewer positive credible fear interviews, more deportations,” said Ur Jaddou, a former chief counsel at USCIS. “This goes right along with his mistaken view that he is there to limit the number of people that obtain a beneﬁt and remove people beyond his authority.” Agency ofﬁcials, however, said the new policy was an attempt to reduce a signiﬁcant portion of the processing timeline and make the system move more efﬁciently as the administration deals with record numbers of families crossing the border."
,,consular processing shutdown and reopening policy timeline,2,0.030777,"EO 14165 § 7(b) directs termination of ""categorical parole programs"" including CHNV Parole Processes","[""Customs and Border Protection"", ""U.S. Citizenship and Immigration Services"", ""Unspecified/Other""]","[""Unspecified/Other""]","8 The Federal Register Notice stated that parolees may apply for re-parole, which would be adjudicated and may be approved on a case-by-case basis, by filing Form I-131 and “must demonstrate urgent humanitarian reasons or significant public benefit specific to his or her case and that he or she merits a favorable exercise of discretion for parole[.]” Termination of Family Reunification Parole Processes, 90 Fed. Reg. at 58043. Case 1:25-cv-10495-IT Document 258 Filed 01/25/26 Page 6 of 42 7 Id. The Federal Register Notice acknowledged further that the programs sought to promote family unity by providing a faster pathway for United States citizens and lawful permanent residents to reunite with family members while awaiting availability of their immigrant visas. Id. DHS acknowledged “that aliens paroled into the United States under the FRP programs may have been able to reunite with family members in the United States.” Id. DHS concluded, however, that “that national security and fraud concerns, and the current Administration’s priorities outweigh[ed] those interests” and supported termination. Id. As to national security, the Federal Register Notice compared the FRP Programs’ vetting process to that of individuals pursuing lawful permanent resident status through consular processing. Id. In the latter case, applicants’ consular processing requires “an in-person interview outside the United States, and submission of various documents to establish the necessary family relationship with the petitioner[,]” while still outside of the United States."
,,consular processing shutdown and reopening policy timeline,3,0.030415,State Department orders resettlement agencies to stop funded work supporting refugees currently in the U.S.,"[""Unspecified/Other""]","[""Refugees"", ""Unspecified/Other""]","Provide reporting to the Court (in accordance with the reporting timeline outlined below—i.e., three days after the deadline for compliance) regarding the total number of these individuals and the timeline for their admission. Given that the Government has already begun to admit some Injunction-Protected Refugees, such admissions should proceed immediately and with haste. g. Develop a comprehensive plan, including a detailed timeline, to renew the travel clearances, including security and medical authorizations, of all Injunction-Protected Refugees whose clearances have lapsed since January 20. This comprehensive plan may include a combination of measures, including: extending existing clearances where possible; arranging new screening appointments where formal extensions are not possible; authorizing applicants to arrange their own medical screenings; and facilitating expedited treatment from security vetting agencies. The Government must submit this plan to the Court in accordance with the reporting timeline outlined below (i.e., three days after the deadline for compliance). Case 2:25-cv-00255-JNW Document 119 Filed 05/05/25 Page 8 of 14 COMPLIANCE FRAMEWORK ORDER - 9 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 (2) The Government must take the following measures within FOURTEEN (14) days of this Order: a. Notify all Injunction-Protected Refugees of this Order and that the Government will resume processing their cases in accordance with this Order. b. Restore funding to RSCs as needed to ensure that the cases of all Injunction-Protected Refugees can be processed."
,,consular processing shutdown and reopening policy timeline,4,0.030310,"EO 14165 § 6 directs DHS, DOS, and DOJ to resume the Migrant Protection Protocols","[""Unspecified/Other"", ""Unspecified/Other"", ""Unspecified/Other""]","[""Border"", ""Asylum, Withholding and CAT""]","See 8 C.F.R. §§ 1003.2(a), 1003.23(b)(1) (2020).2 However, sua sponte reopening is appropriate only in cases presenting “truly exceptional situations.” Matter of G-D-, 22 I&N Dec. 1132, 1134 (BIA 1999). Nothing in this memorandum replaces the independent judgment and discretion of appellate immigration judges and immigration judges. 8 C.F.R. §§ 1003.1(d)(1)(ii), 1003.10(b). Further, this memorandum does not mandate a particular outcome in any particular case or determination as part of a case. 2 The final rule that limited this sua sponte authority has been enjoined and is not in effect. See Centro De La Raza v. EOIR, 21-cv-463 (N.D. Cal.); Cath. Legal Immigr. Network, Inc. v. EOIR, 21-cv-94 (D. D.C.)."
,,consular processing shutdown and reopening policy timeline,5,0.029907,State Department issues final rule implementing Adoptive Family Relief Act,"[""Unspecified/Other""]","[""Minors"", ""Unspecified/Other""]","(Consular offices designated to issue immigrant visas are listed periodically in Visa Office Bulletins published at www.travel.state.gov by the Department of State.) A consular officer assigned to duty in the territory of a country against which the sanctions provided in INA 243(d) have been invoked must not issue an immigrant visa to an alien who is a national, citizen, subject, or resident of that country, unless the officer has been informed that the sanction has been waived by DHS in the case of an individual alien or a specified class of aliens. (b) Immigrant visa fees. The Secretary of State prescribes a fee for the processing of immigrant visa applications. An individual registered for immigrant visa processing at a post designated for this purpose by the Deputy Assistant Secretary for Visa Services must pay the processing fee upon being notified that a visa is expected to become available in the near future and being requested to obtain the supporting documentation needed to apply formally for a visa. A fee collected for the processing of an immigrant visa application is refundable only if the principal officer of a post or the officer in charge of a consular section determines that the application was not adjudicated as a result of action by the U. S. Government over which the alien had no control and for which the alien was not responsible, that precluded the applicant from benefiting from the processing. [67 FR 38893, June 6, 2002] § 42.72 Validity of visas. (a) Period of validity."
,,visa bulletin retrogression policy explanation,1,0.031025,"POTUS issues EO 13780, extending travel ban and instructing agencies to enhance screening of certain foreign nationals","[""Customs and Border Protection"", ""U.S. Citizenship and Immigration Services"", ""Bureau of Consular Affairs""]","[""Unspecified/Other""]","Presidential Documents 13209 Federal Register Vol. 82, No. 45 Thursday, March 9, 2017 Title 3— The President Executive Order 13780 of March 6, 2017 Protecting the Nation From Foreign Terrorist Entry Into the United States By the authority vested in me as President by the Constitution and the laws of the United States of America, including the Immigration and Nationality Act (INA), 8 U.S.C. 1101 et seq., and section 301 of title 3, United States Code, and to protect the Nation from terrorist activities by foreign nationals admitted to the United States, it is hereby ordered as follows: Section 1. Policy and Purpose. (a) It is the policy of the United States to protect its citizens from terrorist attacks, including those committed by foreign nationals. The screening and vetting protocols and procedures associated with the visa-issuance process and the United States Refugee Admissions Program (USRAP) play a crucial role in detecting foreign nationals who may commit, aid, or support acts of terrorism and in preventing those individuals from entering the United States. It is therefore the policy of the United States to improve the screening and vetting protocols and procedures associated with the visa-issuance process and the USRAP. (b) On January 27, 2017, to implement this policy, I issued Executive Order 13769 (Protecting the Nation from Foreign Terrorist Entry into the United States). (i) Among other actions, Executive Order 13769 suspended for 90 days the entry of certain aliens from seven countries: Iran, Iraq, Libya, Somalia, Sudan, Syria, and Yemen."
,,visa bulletin retrogression policy explanation,2,0.030622,"State Department Announces Visa Restrictions for Foreign Officials and Others ""Facilitating Illegal Migration""","[""Bureau of Consular Affairs"", ""Unspecified/Other""]","[""Unspecified/Other"", ""Unspecified/Other""]","This visa restriction policy is pursuant to Section 212(a)(3)(C) of the Immigration and Nationality Act, which Home > O!ce of the Spokesperson > Press Releases > Announcement of a Visa Restriction Policy Targeting Foreign O""cials and Others Facilitating Illegal Migration into the United States PRESS STATEMENT MARCO RUBIO, SECRETARY OF STATE MARCH 5, 2025 Announcement of a Visa Restriction Policy Targeting Foreign Officials and Others Facilitating Illegal Migration into the United States An o""cial website of the United States Government Here's how you know      ✉ POLICY ISSUES COUNTRIES & AREAS BUREAUS & OFFICES ABOUT search Newsroom Business Employees Job Seekers Students Travelers Visas White House USA.govO!ce of the Inspector General ArchivesContact Us FOLLOW US Privacy Policy Accessibility Statement Copyright Information FOIA No FEAR Act      ✉ authorizes the Secretary of State to render inadmissible any alien whose entry into the Unites States “would have potentially serious adverse foreign policy consequences for the United States.” Certain family members may also be covered by these restrictions. Bureau of Consular A!airs O""ce of the Spokesperson The Secretary of State TAGS"
,,visa bulletin retrogression policy explanation,3,0.030579,"EO 14165 § 7(b) directs termination of ""categorical parole programs"" including CHNV Parole Processes","[""Customs and Border Protection"", ""U.S. Citizenship and Immigration Services"", ""Unspecified/Other""]","[""Unspecified/Other""]","3d at 338. We disagree. As explained forthwith, we conclude that Plaintiffs have not made a strong showing that they are likely to succeed in demonstrating that the Secretary's action was arbitrary and capricious because she provided a reasoned explanation for terminating grants of parole under the CHNV programs. The APA mandates ""an executive agency's exercise of discretion be reasonable and reasonably explained."" Biden, 597 U.S. at 815 (Kavanaugh, J., concurring). The change-in-position doctrine -- which applies when the agency is changing its existing policy -- is relevant in assessing DHS's action. ""Under that doctrine, agencies are free to change their existing policies as long as they provide a reasoned explanation for the change, display awareness that they are changing position, and consider serious Case: 25-1384 Document: 00118339877 Page: 32 Date Filed: 09/12/2025 Entry ID: 6750605 - 33 - reliance interests."" FDA v. Wages & White Lion Invs., LLC, 145 S. Ct. 898, 917 (2025) (citation modified). To satisfy the requirement that it provide reasoned explanation for its action, ""the agency must show that there are good reasons for the new policy."" FCC v. Fox Television Stations, Inc., 556 U.S. 502, 515 (2009). The Supreme Court has clarified that the agency ""need not demonstrate to a court's satisfaction that the reasons for the new policy are better than the reasons for the old one."" Id. Rather, ""it suffices that the new policy is permissible under the statute, that there are good reasons for it, and that the agency believes it to be better, which the conscious change of course adequately indicates."" Id."
,,visa bulletin retrogression policy explanation,4,0.029907,"POTUS issues Presidential Proclamation, removing Chad from Travel Ban","[""Bureau of Consular Affairs""]","[""Visitor"", ""Unspecified/Other""]","(b) The initial report required under subsection (a) of this section shall be submitted within 180 days of the date of this proclamation; the second report shall be submitted within 270 days of the first report; and reports shall be submitted annually thereaxer. (c) The agency heads identified in subsection (a) of this section shall coordinate any policy developments associated with the reports described in subsection (a) of this section through the appropriate Assistants to the President. Sec. 6. Enforcement. (a) The Secretary of State and the Secretary of Homeland Security shall consult with appropriate domestic and international partners, including countries and organizations, to ensure ewicient, ewective, and appropriate implementation of this proclamation. (b) In implementing this proclamation, the Secretary of State and the Secretary of Homeland Security shall comply with all applicable laws and regulations, including those that provide an opportunity for individuals to enter the United States on the basis of a credible claim of fear of persecution or torture. (c) No immigrant or nonimmigrant visa issued before the applicable ewective date under section 7 of this proclamation shall be revoked pursuant to this proclamation. (d) Any individual whose visa was marked revoked or marked canceled as a result of Executive Order 13769 of January 27, 2017 (Protecting the Nation from Foreign Terrorist Entry into the United States), shall be entitled to a travel document confirming that the individual is permitted to travel to the United States and seek entry under the terms and conditions of the"
,,visa bulletin retrogression policy explanation,5,0.029324,"DOS proposes rule ending ""B-1 in lieu of H"" policy","[""Bureau of Consular Affairs""]","[""Employment-Based"", ""Visitor""]","DOS issues a notice of proposed rulemaking that would eliminate B-1 visas for certain individuals classifiable as H-1B or H-3 nonimmigrants. Currently, certain persons classifiable as H-1B or H-3 nonimmigrants can instead receive a B-1 visa, referred to as the ""B-1 in lieu of H"" policy. DOS asserts that the change will provide ""greater clarity regarding the Department's policy and interpretation of the law"" and better align the issuance of visas with their intended purposes. [ID #1101]"
